SAMPLE,mean depth across whole genome
GSM3928579,0.879727977669131
GSM3928584,0.840952879726996
GSM3928585,0.806357829634385
GSM3928586,0.878849531039716
GSM3928587,0.862576307634838
GSM3928588,0.86242676267935
GSM3928589,0.83951273111006
GSM3928590,0.773148928705941
GSM3928598,0.754144050083759
GSM3928599,0.854572397387505
GSM3928600,0.789900777904845
GSM3928601,0.885665917767372
GSM3928602,0.816705295816189
GSM3928603,0.849535925916972
GSM3928604,0.710618934925281
GSM3928605,0.824167111851123
GSM3928606,0.831349795095745
GSM3928607,0.736260754086018
GSM3928608,0.864666509635196
GSM3928609,0.833672038810393
GSM3928610,0.839304488834513
GSM3928611,0.572903612249519
GSM3928612,0.908458696636411
GSM3928613,0.815306399725496
GSM3928614,0.768261943843655
GSM3928615,0.789642878930484
GSM3928616,0.844446548718732
GSM3928617,0.87243019093826
GSM3928618,0.818619913399023
GSM3928619,0.830145888825155
GSM3928620,0.815579809160159
GSM3928621,0.821266352465636
GSM3928622,0.828852001182367
GSM3928623,0.828177970837242
GSM3928624,0.84301684414125
GSM3928625,0.870130094671404
GSM3928626,0.774966009168968
GSM3928627,0.895787254293105
GSM3928628,0.920441456059725
GSM3928629,0.915028375373286
GSM3928630,0.908281422932104
GSM3928631,0.884911541573295
GSM3928632,0.863941061166072
GSM3928633,0.870952714681086
GSM3928634,0.814967766570279
GSM3928635,0.801412405529868
GSM3928636,0.837940200670006
GSM3928637,0.888853968484599
GSM3928638,0.739881623082723
GSM3928639,0.629889764970109
GSM3928640,0.813936732704721
GSM3928641,0.881568019333039
GSM4050168,0.0867051348955044
GSM4050233,0.168349187491527
GSM4050239,0.0934305946969758
GSM4050334,0.119118238863124
GSM4050461,0.0797786639502609
GSM4050491,0.112961043954292
GSM4050535,0.232129743617062
GSM4050544,0.498962611103652
GSM4050546,0.238837137403854
GSM4050122,0.395745580725042
GSM4050123,0.422714933287501
GSM4050124,0.402415566366958
GSM4050125,0.168954446225941
GSM4050126,0.149343727735587
GSM4050127,0.39675114035506
GSM4050128,0.255339091658631
GSM4050129,0.342354693241251
GSM4050130,0.320660907134294
GSM4050131,0.448569492478002
GSM4050133,0.297033633800653
GSM4050134,0.459849095020965
GSM4050135,0.464251825019411
GSM4050136,0.0641684085839991
GSM4050137,0.478916849422941
GSM4050138,0.430541278381192
GSM4050139,0.329758733670956
GSM4050140,0.515132475406211
GSM4050141,0.476983961950461
GSM4050142,0.527763289212623
GSM4050143,0.482148825795708
GSM4050144,0.547531194967037
GSM4050146,0.27486700517801
GSM4050147,0.491171421159003
GSM4050148,0.37204120804398
GSM4050149,0.520431233724297
GSM4050150,0.581268678663311
GSM4050151,0.552227550670521
GSM4050152,0.438475651539411
GSM4050153,0.289261661517905
GSM4050154,0.40596791772606
GSM4050155,0.335698516743737
GSM4050156,0.360071659531448
GSM4050157,0.477014166206474
GSM4050158,0.316098238297876
GSM4050159,0.348804333822451
GSM4050160,0.500486675677684
GSM4050161,0.363440281768911
GSM4050162,0.385276550070501
GSM4050163,0.316632550503071
GSM4050164,0.307424954934103
GSM4050166,0.311637646627822
GSM4050167,0.347225511495017
GSM4050169,0.471969973326113
GSM4050170,0.396199941063167
GSM4050171,0.441221273911002
GSM4050172,0.317898743692345
GSM4050173,0.248542897574252
GSM4050174,0.339238883231167
GSM4050175,0.45664595329757
GSM4050176,0.622541377163183
GSM4050177,0.610566618022512
GSM4050178,0.117074866084822
GSM4050179,0.63324201331171
GSM4050180,0.362186265894707
GSM4050181,0.336652715388035
GSM4050182,0.244868115351982
GSM4050183,0.142174765657384
GSM4050184,0.365272462396843
GSM4050185,0.149337378843811
GSM4050186,0.495915981310424
GSM4050187,0.518235797248836
GSM4050188,0.470604632468724
GSM4050189,0.395040048568365
GSM4050190,0.560610001700397
GSM4050191,0.178848380002706
GSM4050193,0.542981036308568
GSM4050194,0.261390683929261
GSM4050195,0.36904717600297
GSM4050196,0.341337109370342
GSM4050197,0.33026583161
GSM4050198,0.591598930913798
GSM4050199,0.548483131562858
GSM4050200,0.182769498786273
GSM4050201,0.572662610808624
GSM4050202,0.636690263756892
GSM4050203,0.453695977889583
GSM4050204,0.514711868454823
GSM4050205,0.314888466858978
GSM4050206,0.476563837186935
GSM4050208,0.22223964119692
GSM4050209,0.492170257448686
GSM4050210,0.367458400171251
GSM4050211,0.545645113997154
GSM4050212,0.548081777961802
GSM4050213,0.530108524262967
GSM4050214,0.567893308288631
GSM4050215,0.505418447085999
GSM4050216,0.268776861699597
GSM4050217,0.367461106719748
GSM4050218,0.563169607749526
GSM4050219,0.378998689542972
GSM4050220,0.28987074577466
GSM4050221,0.413984328603419
GSM4050222,0.446865642969241
GSM4050223,0.564063495923923
GSM4050224,0.474434954364158
GSM4050225,0.503684278387629
GSM4050226,0.716934008226645
GSM4050227,0.301283688882278
GSM4050228,0.601257004421792
GSM4050229,0.57030003381568
GSM4050231,0.520211113977252
GSM4050232,0.633120555121628
GSM4050234,0.365257429118617
GSM4050235,0.301141368161627
GSM4050236,0.447845318149855
GSM4050237,0.375193848263605
GSM4050238,0.26310863891647
GSM4050240,0.33718795183929
GSM4050241,0.343505956518753
GSM4050242,0.273504577453491
GSM4050243,0.207504058039553
GSM4050244,0.282315539337328
GSM4050245,0.237549403261927
GSM4050246,0.428022818326113
GSM4050247,0.337879613036834
GSM4050248,0.371569734919257
GSM4050249,0.747909741609666
GSM4050250,0.973019252004945
GSM4050251,0.731426332513898
GSM4050252,0.891744418634976
GSM4050253,0.594267946273396
GSM4050254,0.461059028841764
GSM4050256,0.55712545562556
GSM4050257,0.99594354393726
GSM4050258,0.797181918720098
GSM4050259,0.57574571805052
GSM4050260,0.869213408789826
GSM4050261,0.609011333379379
GSM4050262,0.518648789000697
GSM4050263,0.492270175419755
GSM4050264,0.56443384436947
GSM4050265,0.612024951912779
GSM4050267,0.124849241141585
GSM4050268,0.261007109691313
GSM4050269,0.416361669761272
GSM4050270,0.281383652982636
GSM4050271,0.546659257708013
GSM4050272,0.139771716238303
GSM4050273,0.569275948357363
GSM4050274,0.524331752622064
GSM4050275,0.560036608595696
GSM4050276,0.367279171142366
GSM4050277,0.455800884242808
GSM4050278,0.611014525346249
GSM4050279,0.570358244951547
GSM4050280,0.565819751782372
GSM4050281,0.535275354170933
GSM4050282,0.524024953901332
GSM4050283,0.589500772241767
GSM4050284,0.511688487965964
GSM4050285,0.542207943350375
GSM4050286,0.630646568696862
GSM4050287,0.503180002849495
GSM4050288,0.537505893210178
GSM4050289,0.648007820816152
GSM4050290,0.651856441673511
GSM4050292,0.649582150164742
GSM4050293,0.53263781356411
GSM4050294,0.734455019994784
GSM4050295,0.50125343790947
GSM4050296,0.581932095611614
GSM4050297,0.427608352684294
GSM4050298,0.527312415089926
GSM4050299,0.21444295683879
GSM4050300,0.263798058639701
GSM4050301,0.51056977179672
GSM4050302,0.548433169343494
GSM4050303,0.524016529676563
GSM4050304,0.545890781158875
GSM4050305,0.560020858921118
GSM4050306,0.51642232128067
GSM4050307,0.532703858830029
GSM4050308,0.727885896197004
GSM4050310,0.575332590361034
GSM4050311,0.627159856710607
GSM4050312,0.659306561883588
GSM4050313,0.681607461693436
GSM4050314,0.437701668717119
GSM4050315,0.48862486166171
GSM4050316,0.569007559267304
GSM4050317,0.789889041312366
GSM4050318,0.582384499122906
GSM4050319,0.53297894165632
GSM4050320,0.633355481000218
GSM4050321,0.591383565437828
GSM4050322,0.562085068322069
GSM4050323,0.659651962912921
GSM4050324,0.652232036606825
GSM4050325,0.710425527448709
GSM4050326,0.465939032210881
GSM4050327,0.51947817350429
GSM4050328,0.84242794928774
GSM4050329,0.613228946496035
GSM4050330,0.675726653515778
GSM4050331,0.54191879139177
GSM4050332,0.387001095902243
GSM4050335,0.472161809957061
GSM4050336,0.186663040385145
GSM4050337,0.562065394288024
GSM4050338,0.55766245569692
GSM4050339,0.490937905015386
GSM4050340,0.519500518573469
GSM4050341,0.576771067283752
GSM4050342,0.355219206750614
GSM4050343,0.34310736279588
GSM4050344,0.501988388941122
GSM4050345,0.404527685221689
GSM4050346,0.513139762771023
GSM4050347,0.515331035839855
GSM4050348,0.438675368404169
GSM4050349,0.47211399143181
GSM4050350,0.515621721258981
GSM4050351,0.304501241448722
GSM4050352,0.393842928458509
GSM4050354,0.662817462815004
GSM4050355,0.552829286096868
GSM4050356,0.534706632888585
GSM4050357,0.603348060764348
GSM4050358,0.648543104236566
GSM4050359,0.285589104983869
GSM4050360,0.566869259580504
GSM4050362,0.494268185790592
GSM4050363,0.478495667901851
GSM4050364,0.427166303883083
GSM4050365,0.47115209152708
GSM4050366,0.453862789452907
GSM4050368,0.509241686256152
GSM4050369,0.472219800596892
GSM4050370,0.469286784075163
GSM4050371,0.318625566528005
GSM4050372,0.355975643737585
GSM4050373,0.295649765661799
GSM4050374,0.624842543781256
GSM4050375,0.466768714861854
GSM4050376,0.187286830941347
GSM4050377,0.541864487629836
GSM4050379,0.441336386384179
GSM4050380,0.403476067439973
GSM4050381,0.525193775251577
GSM4050382,0.434036770648462
GSM4050383,0.625388237768682
GSM4050384,0.648982607143337
GSM4050385,0.613148868778375
GSM4050386,0.682743165881556
GSM4050387,0.635428398485162
GSM4050388,0.582363630479969
GSM4050389,0.634475924095453
GSM4050390,0.404471509971826
GSM4050391,0.582589591258754
GSM4050392,0.573924621775595
GSM4050393,0.209016590669815
GSM4050394,0.530321682863779
GSM4050395,0.438155218996106
GSM4050396,0.155912241137495
GSM4050397,0.30916245387523
GSM4050398,0.657773428826654
GSM4050399,0.368284108226474
GSM4050400,0.180419235078871
GSM4050401,0.284071521973033
GSM4050402,0.583735163987755
GSM4050403,0.551643129474973
GSM4050404,0.414010622672623
GSM4050405,0.419232666507834
GSM4050406,0.503173425585744
GSM4050407,0.565066231444224
GSM4050408,0.346435585774113
GSM4050409,0.450909778603327
GSM4050410,0.683568900193706
GSM4050411,0.759850243213342
GSM4050412,0.450610734273159
GSM4050413,0.502237609175277
GSM4050414,0.216718430135676
GSM4050415,0.500985242911559
GSM4050416,0.395309711483503
GSM4050417,0.418320365148579
GSM4050418,0.473544712105359
GSM4050420,0.51920488112589
GSM4050421,0.511304631319721
GSM4050422,0.374024957302016
GSM4050423,0.547620182286692
GSM4050424,0.423171017824795
GSM4050425,0.522359875910272
GSM4050427,0.44319984773772
GSM4050428,0.433980298734931
GSM4050429,0.388164366712794
GSM4050430,0.483009061100828
GSM4050431,0.374494829565792
GSM4050432,0.503700448587503
GSM4050433,0.625942604796213
GSM4050434,0.422258633296326
GSM4050435,0.378245732913702
GSM4050436,0.43176554084419
GSM4050437,0.611623876492941
GSM4050438,0.533410675829942
GSM4050439,0.574113964823134
GSM4050440,0.66407953343215
GSM4050441,0.387975359199093
GSM4050442,0.629184684618186
GSM4050443,0.388447542393625
GSM4050444,0.509171623397252
GSM4050445,0.571353583425099
GSM4050446,0.469567455852165
GSM4050447,0.355469148470706
GSM4050448,0.247044881241655
GSM4050449,0.388667159921006
GSM4050450,0.340045877777387
GSM4050451,0.320837130130178
GSM4050452,0.372986056960326
GSM4050453,0.139118003338499
GSM4050454,0.48987998431527
GSM4050455,0.476499953333748
GSM4050456,0.506754734809988
GSM4050457,0.479028678806447
GSM4050459,0.459312749735472
GSM4050460,0.533837757264266
GSM4050462,0.360737934204512
GSM4050463,0.438700224164127
GSM4050465,0.492595150248002
GSM4050466,0.541608120798212
GSM4050467,0.240749324891911
GSM4050468,0.318481357530119
GSM4050469,0.396247431004797
GSM4050470,0.486876207208862
GSM4050471,0.540092365989448
GSM4050472,0.432574478440414
GSM4050473,0.557786605793221
GSM4050474,0.543736560770394
GSM4050475,0.481636124765722
GSM4050476,0.234841431363963
GSM4050477,0.471080453356189
GSM4050478,0.484365259907186
GSM4050479,0.227221767912951
GSM4050480,0.399548132827881
GSM4050481,0.501993779055044
GSM4050482,0.138902643737856
GSM4050483,0.409794954785268
GSM4050484,0.431667469108437
GSM4050485,0.46626570289232
GSM4050486,0.31341094086531
GSM4050487,0.517059214834386
GSM4050488,0.386990285041974
GSM4050489,0.104937333013012
GSM4050490,0.345837432537878
GSM4050492,0.583045420475857
GSM4050493,0.383954535645534
GSM4050494,0.488456870541277
GSM4050495,0.261178220782514
GSM4050496,0.465253852354144
GSM4050497,0.535937459513929
GSM4050498,0.311000738715344
GSM4050499,0.46884536636849
GSM4050500,0.362500161447204
GSM4050501,0.547414732899342
GSM4050502,0.500001828200046
GSM4050503,0.556396320625364
GSM4050504,0.4160542941863
GSM4050505,0.505545315018594
GSM4050506,0.403313975419771
GSM4050507,0.615629275377617
GSM4050508,0.61232870309633
GSM4050509,0.503357812752796
GSM4050510,0.681114206938696
GSM4050511,0.512412408045109
GSM4050512,0.511780036720727
GSM4050513,0.354950088299329
GSM4050514,0.517137471056647
GSM4050515,0.144362403515676
GSM4050516,0.605018305134545
GSM4050517,0.464213618298244
GSM4050518,0.456719578181012
GSM4050519,0.540179113525273
GSM4050520,0.529280214189108
GSM4050521,0.629124078139483
GSM4050522,0.447068494781215
GSM4050523,0.219153345763793
GSM4050524,0.422074798368247
GSM4050525,0.375334432538329
GSM4050526,0.327433611989855
GSM4050527,0.371809412245989
GSM4050528,0.513257412176172
GSM4050529,0.462811604111624
GSM4050530,0.169845871802246
GSM4050531,0.482543397027815
GSM4050532,0.342303278758105
GSM4050533,0.343063685524875
GSM4050534,0.370829515112413
GSM4050536,0.596721747134052
GSM4050537,0.529750044091564
GSM4050538,0.298035424919781
GSM4050539,0.619850289164308
GSM4050540,0.585163532406205
GSM4050541,0.2858424031357
GSM4050542,0.593527421140827
GSM4050543,0.710758368255122
GSM4050545,0.464140011037589
GSM4050548,1.07441127700003
GSM4050549,0.722028922726632
GSM4050550,0.460519140948256
GSM4050551,0.590035674701578
GSM4050552,0.729875581340211
GSM4050553,0.244376571399554
GSM4050554,0.780664787025375
GSM4050555,1.0104351825612
GSM4050563,0.444234485178889
GSM4050564,0.393053582809832
GSM4050565,0.468896298456025
GSM4050567,0.300350896031763
GSM4050568,0.381172139578702
GSM4050569,0.384094998630361
GSM4050570,0.513263061434353
GSM4050571,0.46934637998325
GSM4050572,0.41892624490207
GSM4050573,0.470476889797472
GSM4050574,0.423398275309063
GSM4050575,0.359114550479803
GSM4050609,0.43461906100953
GSM4050610,0.328805250821913
GSM4050611,0.481516932950116
GSM4050612,0.291482409506146
GSM4050614,0.411794920571002
GSM4050615,0.382889639890432
GSM4050616,0.335445409038653
GSM4050617,0.110023052720909
GSM4050618,0.405912230333065
GSM4050619,0.433524695840188
GSM4050620,0.389883793604909
GSM4050621,0.412402073338263
GSM4050622,0.507789129422748
GSM4050623,0.395132900715663
GSM4050624,0.513314600111174
GSM4050625,0.503116033515021
GSM4050626,0.268448929150984
GSM4050627,0.0434920182544883
GSM4050629,0.368611919837716
GSM4050630,0.328320613507637
GSM4050631,0.239961816868836
GSM4050632,0.296745954217572
GSM4050633,0.425067668562086
GSM4050638,0.390150838511735
GSM4050639,0.3039035609319
GSM4050640,0.219585325007055
GSM4050641,0.401727527298369
GSM4050642,0.389796454243489
GSM4050643,0.359159662367674
GSM4050644,0.338940622552293
GSM4050645,0.199861241539121
GSM4050646,0.365470132090493
GSM4050647,0.391693454660718
GSM4050648,0.0876556948950745
GSM4050649,0.4518952258523
GSM4050650,0.382493018329415
GSM4050651,0.370855599071124
GSM4050652,0.309284731127743
GSM4050654,0.390647347943708
GSM4050655,0.365956482526286
GSM4050656,0.36697284710174
GSM4050657,0.420786550614668
GSM4050658,0.310998681577959
GSM4050659,0.276088204609405
GSM4050660,0.141601052003151
GSM4050661,0.185368544659716
GSM4050662,0.285421808129361
GSM4050663,0.276510712732981
GSM4050664,0.238612853296112
GSM4050665,0.305363468394853
GSM4050666,0.159869533367659
GSM4050667,0.312900778036139
GSM4050668,0.292756731755552
GSM4050669,0.245977119742128
GSM4050670,0.247668504808814
GSM4050671,0.241616505867057
GSM4050672,0.2576674322372
GSM4050673,0.344660445881178
GSM4050674,0.195199857112361
GSM4050675,0.159939547190212
GSM4050676,0.2721045753977
GSM4050266,0.31594296226733
GSM4050165,0.406978664483426
GSM4050309,0.62277873696034
GSM4050426,0.394677655044994
GSM4050547,0.6471323333582
GSM4050132,0.355727904616751
GSM4050653,0.427667362120366
GSM4050419,0.522719688834986
GSM4050291,0.549505301048405
GSM4050192,0.474443823929789
GSM4050333,0.246739021703662
GSM4050458,0.382038674958161
GSM4050378,0.682585937564813
GSM4050207,0.379548616188734
GSM4050464,0.437407955137564
GSM4050230,0.508651635735802
GSM4050145,0.117229679311142
GSM4050255,0.832797690901254
GSM4050367,0.46856490336169
GSM4050361,0.460624559076089
GSM4050353,0.401347744348286
GSM3578298,0.0702144099567747
GSM3578299,0.0929009062338126
GSM3578300,0.0596275209185411
GSM3578301,0.0458061969666288
GSM3578302,0.0636315369702761
GSM3578303,0.106974519409654
GSM3578304,0.0756244625593802
GSM3578305,0.0828713195447123
GSM3578650,0.0480662012734588
GSM3578651,0.0184652327958818
GSM3578652,0.0525305325794299
GSM3578653,0.0410166658729356
GSM3578654,0.020243336941091
GSM3578655,0.0385861481039609
GSM3578656,0.0286435634848591
GSM3578657,0.0370831821293841
GSM3578658,0.051542586770328
GSM3578659,0.0572891042241079
GSM3578660,0.0367150481391427
GSM3578661,0.044801333247869
GSM3578662,0.0576213973940544
GSM3578663,0.0380570161757293
GSM3578664,0.0303024898796219
GSM3578665,0.0392445758655588
GSM3578666,0.0475474306561116
GSM3578667,0.0347109903823875
GSM3578668,0.0174767120901895
GSM3578669,0.0662674560581524
GSM3578670,0.0445247013991734
GSM3578671,0.0565419544522367
GSM3578672,0.0385587312831916
GSM3578673,0.0612151884686943
GSM3578674,0.01954210426528
GSM3578675,0.0748459473126474
GSM3578676,0.0498533050628322
GSM3578677,0.0199695176790008
GSM3578678,0.0530847060587336
GSM3578679,0.042213149428345
GSM3578680,0.0766595339160971
GSM3578681,0.124203265346987
GSM3578682,0.054676066610366
GSM3578683,0.0266459463608551
GSM3578684,0.0172955907849449
GSM3578685,0.0176320199719592
GSM3578686,0.0354886941624534
GSM3578687,0.0261679603178347
GSM3578688,0.0238986742026033
GSM3578689,0.0264174575039076
GSM3578690,0.0334363517445857
GSM3578691,0.036737937250501
GSM3578692,0.125641374418965
