SAMPLE,A-to-G proportion (%)
GSM1833331,73.5955056179775
GSM4050194,53.1578947368421
GSM4050141,49.3234932349324
GSM4050144,49.5945945945946
GSM4050126,47.9365079365079
GSM4050200,45.2380952380953
GSM4050125,56.4655172413793
GSM4050142,47.4418604651163
GSM4050158,47.1766848816029
GSM4050134,43.4689507494647
GSM4050146,57.6323987538941
GSM1861618,97.8609625668449
GSM4050239,49.3788819875776
GSM4050124,51.015228426396
GSM2706245,54.9920760697306
GSM4050208,57.9831932773109
GSM4050152,47.7528089887641
GSM4050151,48.581560283688
GSM4050372,48.3180428134557
GSM4050137,48.0349344978166
GSM4050147,41.2532637075718
GSM4050188,51.2437810945274
GSM4050191,46.8085106382979
GSM4050196,50.2645502645503
GSM1833329,63.0541871921182
GSM4050185,44.5783132530121
GSM4050145,61.1111111111111
GSM3735378,77.7777777777778
GSM3735389,65.6126482213439
GSM3735388,69.5214105793451
GSM3735410,74.6031746031746
GSM3735387,85.7954545454546
GSM3735385,81.5972222222222
GSM3735386,74.4186046511628
GSM3735382,80.9302325581395
GSM3735384,87.5
GSM3735379,86.7924528301887
GSM3735381,84.8837209302326
GSM3735411,80.8823529411765
GSM3735380,88.5057471264368
GSM3735383,69.7674418604651
GSM3735412,80.4878048780488
GSM3735413,79.3103448275862
GSM4050422,81.7460317460318
GSM4050434,64.6393210749647
GSM4050382,78.3659378596088
GSM4050399,79.4633077765608
GSM4050407,63.0630630630631
GSM4050438,71.7245989304813
GSM4050504,65.1700680272109
GSM4050611,66.1192739844425
GSM4050643,80.0528401585205
GSM4050456,68.6363636363636
GSM4050468,78.0793319415449
GSM4050313,58.4672435105068
GSM4050261,60.6027987082885
GSM3735344,81.5028901734104
GSM3735400,66.5983606557377
GSM4050564,71.4663143989432
GSM4050341,57.7669902912621
GSM4050339,62.6900584795322
GSM4050632,65.1480637813212
GSM3735347,62.5
GSM4050489,79.7405189620758
GSM4050285,57.5
GSM4050383,59.1246903385632
GSM4050502,74.5991019884541
GSM4050503,78.4119106699752
GSM4050572,68.3168316831683
GSM4050458,70.1634877384196
GSM4050501,36.8186874304783
GSM4050542,61.7931034482759
GSM4050466,70.9497206703911
GSM4050389,71.6296697347049
GSM4050454,72.6515151515152
GSM3735348,85.8768406961178
GSM4050571,64.5107794361526
GSM4050465,77.2465960665658
GSM4050420,53.2467532467533
GSM4050405,62.0094191522763
GSM4050440,62.7959413754228
GSM4050479,56.0102301790281
GSM4050309,57.4314574314574
GSM4050433,55.9590316573557
GSM4050273,62.0355411954766
GSM4050288,68.3347005742412
GSM4050505,73.0267673301304
GSM4050521,63.1054131054131
GSM4050536,80.8270676691729
GSM3735390,62.8099173553719
GSM4050385,62.2820919175911
GSM4050380,74.0911418330773
GSM4050539,61.7574257425743
GSM4050649,67.7558569667078
GSM4050377,53.9424280350438
GSM4050509,75.7367387033399
GSM4050569,66.9824086603518
GSM4050292,60.3378921962993
GSM4050379,63.5294117647059
GSM4050393,71.6150081566069
GSM4050424,65.4509283819629
GSM4050432,77.6666666666667
GSM4050291,68.532206969377
GSM4050417,56.1604584527221
GSM4050518,67.7165354330709
GSM4050311,73.5240413877054
GSM4050464,69.2844677137871
GSM4050442,60.0508905852417
GSM3735395,66.1016949152543
GSM4050403,60.8996539792388
GSM4050570,74.6835443037975
GSM4050294,50.314465408805
GSM4050462,68.9981096408318
GSM4050459,72.1153846153846
GSM4050314,58.09199318569
GSM4050275,59.1006423982869
GSM4050425,67.72030651341
GSM3735345,84.6601941747573
GSM4050553,49.6659242761693
GSM4050610,80.952380952381
GSM4050655,66.5377176015474
GSM4050567,57.3943661971831
GSM4050498,71.2589073634204
GSM4050473,75.2032520325203
GSM4050623,65.0187265917603
GSM4050640,87.3499538319483
GSM4050357,72.1611721611722
GSM4050644,68.6206896551724
GSM4050290,54.4615384615385
GSM4050324,57.5257731958763
GSM4050384,58.4158415841584
GSM4050381,63.7383177570094
GSM4050412,58.2781456953642
GSM3735323,82.6086956521739
GSM3735346,85.8490566037736
GSM4050264,57.3943661971831
GSM4050664,64.3006263048017
GSM4050323,63.4581105169341
GSM4050573,70.8333333333334
GSM4050455,59.5284872298625
GSM3735318,63.3802816901409
GSM4050444,54.3814432989691
GSM4050296,57.190635451505
GSM4050441,65.7681940700809
GSM4050544,53.8011695906433
GSM4050336,55.2123552123552
GSM3735404,73.9884393063584
GSM3735401,66.6666666666667
GSM4050660,60.5263157894737
GSM4050360,58.3333333333333
GSM4050482,77.7158774373259
GSM4050334,25.4601226993865
GSM4050335,45.7004830917874
GSM4050279,47.6510067114094
GSM4050406,58.8235294117647
GSM3735405,62.7586206896552
GSM3735327,48.7804878048781
GSM3735308,70.9923664122137
GSM3735349,70.9090909090909
GSM3735319,47.3684210526316
GSM3735321,52
GSM4050453,71.6129032258065
GSM3735324,57.1428571428571
GSM4050287,60.0461893764434
GSM4050491,53.7634408602151
GSM4050376,71.4285714285714
GSM3735307,77.8947368421053
GSM4050461,62.3762376237624
GSM4050467,62.1621621621622
GSM3735392,62.4
GSM3735306,62.7118644067797
GSM3735431,64.5161290322581
GSM3735393,60.7142857142857
GSM3735325,66.6666666666667
GSM3735326,66.6666666666667
GSM3735391,57.1428571428571
GSM3735402,48.7804878048781
GSM4050617,33.3333333333333
GSM3735322,57.7777777777778
GSM3735320,61.6666666666667
GSM3735394,65.8536585365854
GSM3735433,47.7272727272727
GSM3735317,47.8260869565218
GSM3735432,62.5
GSM3735403,27.6595744680851
GSM3735430,100
GSM1833334,76.6355140186916
GSM1833332,67.4556213017752
GSM1833333,70.9923664122137
GSM1861620,97.926267281106
GSM1861621,96.2577962577963
GSM2672089,61.2875536480687
GSM2672080,46.4435146443515
GSM2672051,32.3207776427704
GSM2672091,45.2561669829222
GSM2672103,38.957475994513
GSM2672069,46.8160377358491
GSM2672078,50.5226480836237
GSM2672046,71.672526368659
GSM2672077,57.0588235294118
GSM2672097,63.9664804469274
GSM2672076,62.0512820512821
GSM2672124,33.060312732688
GSM2672068,57.6374745417515
GSM2672066,49.4805194805195
GSM2672086,61.6254036598493
GSM2672059,48.040313549832
GSM2672061,51.4456630109671
GSM2672056,47.3963868225292
GSM2672038,55.5023923444976
GSM2672041,48.7179487179487
GSM2672083,34.7126436781609
GSM2672074,25
GSM2672034,47.7523324851569
GSM2672082,34.0557275541796
GSM2672072,37.4384236453202
GSM2672052,56.0475161987041
GSM2672098,63.953488372093
GSM2672058,61.7647058823529
GSM2672090,42.483660130719
GSM2672118,43.0379746835443
GSM2672114,51.983584131327
GSM2672079,54.5454545454545
GSM2672073,22.7810650887574
GSM2672111,50.1577287066246
GSM2672060,32.6530612244898
GSM2672039,55.8518518518519
GSM2672057,64.9056603773585
GSM2672125,49.4117647058824
GSM2672040,56.9620253164557
GSM2672094,27.5862068965517
GSM2672088,44.8979591836735
GSM2672050,50
GSM2672085,35.1966873706004
GSM2672087,45.2582883577487
GSM2672112,26.530612244898
GSM2672035,38.7096774193548
GSM2672109,38.2608695652174
GSM2672092,43.2
GSM2672063,16
GSM2672075,47.4201474201474
GSM2672116,16.6666666666667
GSM2672042,35.9060402684564
GSM2672123,44.7058823529412
GSM2672081,57.6388888888889
GSM2672055,28.2051282051282
GSM2672065,16.3461538461538
GSM2672067,53.3333333333333
GSM2672037,48.3870967741936
GSM2672064,15.1315789473684
GSM2672096,45.8333333333333
GSM2672054,20.7547169811321
GSM2672036,31.3432835820896
GSM2672095,25.8620689655172
GSM2672084,37.7358490566038
GSM2672062,29.4117647058824
GSM2672121,65.8415841584159
GSM2672104,18.9189189189189
GSM2672053,17.8571428571429
GSM2672106,22.2222222222222
GSM2672093,22.4489795918367
GSM2672047,17.4603174603175
GSM2672043,16.6666666666667
GSM2672105,57.1428571428571
GSM2672070,26.7441860465116
GSM2672122,47.0588235294118
GSM2672099,56.0975609756098
GSM2672107,20
GSM2672120,21.4285714285714
GSM2672117,13.0841121495327
GSM2672108,41.5384615384615
GSM2672048,1.47058823529412
GSM2672049,2.94117647058824
GSM2672110,12.5
GSM2672101,10
GSM1833321,56.6225165562914
GSM1833316,49.3333333333333
GSM1833318,92.8571428571429
GSM922197,54.6511627906977
GSM922219,55.1020408163265
GSM922206,47.8260869565218
GSM922203,54.8611111111111
GSM922222,58.6734693877551
GSM922216,55.4824561403509
GSM922207,57.7437858508604
GSM922196,69.0476190476191
GSM922204,58.8235294117647
GSM922199,65.4320987654321
GSM922223,69.1304347826087
GSM922205,52.0408163265306
GSM922211,44.4444444444444
GSM922195,55.6291390728477
GSM922200,64.2857142857143
GSM922198,53.0351437699681
GSM922215,65.8536585365854
GSM922218,62.4454148471616
GSM922209,60
GSM922217,61.7801047120419
GSM922221,48.2587064676617
GSM922210,59.4059405940594
GSM922212,55.4054054054054
GSM922214,52.1008403361345
GSM922194,58.6666666666667
GSM922213,65.5405405405405
GSM922202,57.5581395348837
GSM922208,52.9850746268657
GSM922220,59.2920353982301
GSM1833328,72.9166666666667
GSM922201,47.3684210526316
GSM1833326,64.7058823529412
GSM1833325,64.2105263157895
GSM1833323,72.0588235294118
GSM1833324,79.4520547945206
GSM4050162,45.8426966292135
GSM4050400,75.2453653217012
GSM4050493,65.0580875781948
GSM4050618,56.781914893617
GSM4050132,43.327239488117
GSM4050494,72.5251455796718
GSM4050348,44.300518134715
GSM4050486,66.2121212121212
GSM4050319,56.5396498455201
GSM4050408,65.0644783118406
GSM4050452,72.6227795193313
GSM4050551,59.8901098901099
GSM4050355,61.5520282186949
GSM4050540,59.6238938053097
GSM4050451,53.5962877030163
GSM4050148,41.5335463258786
GSM4050574,64.4955300127714
GSM4050413,57.6246334310851
GSM4050154,46.119733924612
GSM4050624,68.1739130434783
GSM4050175,57.3846153846154
GSM4050246,48.8029465930018
GSM4050248,48.5915492957747
GSM4050272,60.3389830508475
GSM4050510,47.2527472527473
GSM4050315,53.4733441033926
GSM4050269,52.958152958153
GSM4050483,63.5245901639344
GSM4050123,44.5564516129032
GSM4050612,61.0112359550562
GSM4050615,72.3672367236724
GSM4050630,66.8443496801706
GSM4050395,53.5108958837773
GSM4050511,75.8114374034003
GSM4050414,74.1144414168937
GSM4050475,61.5780445969125
GSM4050247,38.1756756756757
GSM4050373,58.4589614740369
GSM4050616,73.4682405845981
GSM4050620,58.3446404341927
GSM4050163,48.6238532110092
GSM4050340,61.6492146596859
GSM4050484,57.3351278600269
GSM4050549,55.7951482479784
GSM4050449,69.3135935397039
GSM4050254,50.3432494279176
GSM4050159,50.5535055350554
GSM4050514,77.8856526429342
GSM4050281,59.4632768361582
GSM4050176,60.1801801801802
GSM4050276,62.2589531680441
GSM4050223,54.6979865771812
GSM4050487,57.2351421188631
GSM4050371,63.1578947368421
GSM4050621,60.4761904761905
GSM4050622,61.5733736762481
GSM4050457,62.1414913957935
GSM4050490,66.2640901771337
GSM4050392,59.0452261306533
GSM4050575,70.7090788601723
GSM4050167,47.9865771812081
GSM4050512,65.1843817787419
GSM4050179,37.2693726937269
GSM4050266,50.2564102564103
GSM4050626,61.0932475884244
GSM4050282,51.1784511784512
GSM4050672,63.1111111111111
GSM4050375,60.0917431192661
GSM4050359,70.1277955271566
GSM4050268,51.7894736842105
GSM4050193,44.0273037542662
GSM4050278,49.2004920049201
GSM4050182,42.9545454545455
GSM4050472,64.4588045234249
GSM4050157,40.5745062836625
GSM4050450,52.9569892473118
GSM4050629,70.2156334231806
GSM4050533,69.4672131147541
GSM4050237,47.3837209302326
GSM4050391,57.6694411414982
GSM4050474,67.2429481346679
GSM4050469,58.974358974359
GSM4050161,41.7355371900826
GSM4050614,65.1933701657459
GSM4050526,62.7906976744186
GSM4050631,60
GSM4050245,48.4042553191489
