SAMPLE,A-to-G proportion (%)
GSM4050619,62.8252788104089
GSM4050156,39.016393442623
GSM4050609,58.994708994709
GSM4050633,56.8588469184891
GSM4050394,57.9180509413068
GSM4050396,56.6343042071198
GSM4050307,61.9453924914676
GSM4050550,51.8181818181818
GSM4050183,53.2163742690059
GSM4050153,37.5838926174497
GSM4050181,32.7790973871734
GSM4050625,60.4719764011799
GSM4050166,41.9354838709678
GSM4050515,48.5915492957747
GSM4050177,34.8404255319149
GSM4050171,43.8122332859175
GSM4050523,62.5
GSM4050370,61.9136960600375
GSM4050168,30.0884955752212
GSM4050249,51.0392609699769
GSM4050136,73.394495412844
GSM4050236,43.1818181818182
GSM4050215,50
GSM4050238,50.4643962848297
GSM4050173,28.2122905027933
GSM4050398,52.6217228464419
GSM4050174,45.0549450549451
GSM4050241,37.0919881305638
GSM4050666,49.1596638655462
GSM4050240,43.3774834437086
GSM4050242,53
GSM4050244,40.6130268199234
GSM4050172,34.9809885931559
GSM4050534,56.021897810219
GSM4050180,36.734693877551
GSM4050190,47.7011494252874
GSM4050178,35.5140186915888
GSM4050627,51.8867924528302
GSM922261,83.3369307144399
GSM1888633,94.1690962099125
GSM3370007,96.9035168666051
GSM922251,74.6600741656366
GSM922262,79.0571870170015
GSM922230,76.9987699876999
GSM922257,83.3828996282528
GSM922273,80.0433839479393
GSM3370008,97.123167796981
GSM4127838,79.6407185628743
GSM3370013,97.1041707847401
GSM3370016,96.8970380818054
GSM1694968,95.305009092412
GSM1888681,95.3207671957672
GSM3370011,97.6299407485187
GSM3370012,97.1859215906358
GSM3370014,97.3076322771968
GSM3370009,98.1540420114577
GSM1888631,94.7409664780148
GSM1888632,94.5535797411787
GSM1888649,93.8298587760592
GSM1888643,93.8457609805925
GSM1888650,94.3828811616355
GSM922266,77.007299270073
GSM1888637,94.384091327564
GSM1888641,93.4485049833887
GSM1888648,94.2083333333333
GSM1888639,94.4864048338369
GSM1888640,94.5077917141771
GSM1888642,93.9330250805661
GSM922275,81.5315315315315
GSM1985629,64.3617021276596
GSM922263,87.3184228729537
GSM4127829,83.1610044313146
GSM896816,77.4273858921162
GSM1694955,95.6102003642987
GSM1888661,95.6133964324718
GSM1694960,95.4277286135693
GSM1888653,95.4226651901071
GSM1694954,92.4688561721404
GSM1694961,93.8298535369274
GSM1694962,95.6656346749226
GSM1694965,94.8497854077253
GSM1694966,94.7245927075252
GSM1694967,94.1619585687382
GSM1694970,95.8923023817743
GSM1694971,96.0562103354488
GSM1888652,95.6646759566468
GSM1888656,94.8519948519949
GSM1888666,94.0888554216867
GSM1888669,92.5148851715339
GSM1888671,96.1033076574536
GSM1888672,93.8317757009346
GSM1888677,95.9268208491543
GSM1888678,94.7245927075252
GSM3370015,97.1621621621622
GSM1694959,68.308181096108
GSM1888676,68.2997881355932
GSM1694964,94.9290673105946
GSM1888674,94.9019607843137
GSM3370010,98.0379332897319
GSM1694957,94.8660714285714
GSM1888680,94.8660714285714
GSM1694969,96.2540239976588
GSM1888675,96.3364595545135
GSM1694963,95.4707214493691
GSM1888665,95.4663212435233
GSM922274,78.2608695652174
GSM1985628,65.8666666666667
GSM922271,82.7647319450598
GSM922228,77.408256880734
GSM922267,80.4610318331504
GSM4127845,79.734219269103
GSM3602456,79.3650793650794
GSM922250,83.8491840180079
GSM922268,80.9290953545232
GSM3081011,80.6477093206951
GSM922264,79.4031597425395
GSM3081010,84.4859813084112
GSM4127840,82.2727272727273
GSM4127844,78.4023668639053
GSM4127836,81.1224489795919
GSM3602454,74.6478873239437
GSM1694958,95.0116395078151
GSM1888670,95.0083194675541
GSM3602455,80
GSM4127837,72.5443786982249
GSM922265,83.2087015635622
GSM922255,81.025641025641
GSM896815,76.0282021151586
GSM4127831,80.5063291139241
GSM922227,77.8162911611785
GSM922254,76.2637362637363
GSM4127832,79.8418972332016
GSM4127839,80.7445442875481
GSM4127841,78.4217016029593
GSM922270,76.3605442176871
GSM922226,79.1666666666667
GSM922253,78.895096213532
GSM922259,80.9195402298851
GSM3602469,84.7826086956522
GSM922224,74.8645720476706
GSM922260,87.6332622601279
GSM4127826,88.2211538461539
GSM4127834,83.5317460317461
GSM922256,84.7033595425304
GSM3602467,81.7280453257791
GSM3602457,70.8955223880597
GSM922269,74.7445255474453
GSM1985631,67.7007299270073
GSM1694956,95.1175406871609
GSM1888664,95.1160687368104
GSM4127827,73.8041002277905
GSM922272,72.7427597955707
GSM4127843,73.6842105263158
GSM1571058,96.5317919075144
GSM922225,77.5534441805226
GSM2151862,63.0434782608696
GSM922258,81.460023174971
GSM922252,74.7940691927512
GSM4127842,81.6176470588235
GSM4127828,74.4798890429958
GSM3602468,83.037037037037
GSM3602466,62.095531587057
GSM4127833,79.4416243654822
GSM4127830,80.7339449541285
GSM1571060,98.7341772151899
GSM3602450,79
GSM3602463,74.9303621169917
GSM4127835,75.8333333333333
GSM3602462,75.968992248062
GSM3602459,88.2352941176471
GSM1571064,97.7142857142857
GSM3602458,85.6
GSM2151860,59.2592592592593
GSM2151861,58.3333333333333
GSM3602451,88.2352941176471
GSM3602453,72.1518987341772
GSM3602460,82.6086956521739
GSM3602464,75.3246753246753
GSM1571055,98.5714285714286
GSM1571069,98.159509202454
GSM1571066,98.3783783783784
GSM1571057,97.2527472527473
GSM1571063,98.314606741573
GSM1571070,95.8041958041958
GSM1571073,96.6386554621849
GSM1571056,98.4536082474227
GSM1571059,97.6047904191617
GSM1571067,97.5757575757576
GSM1571075,88.3720930232558
GSM1571062,96.8586387434555
GSM1571072,98.2608695652174
GSM1571065,93.75
GSM1571068,92.9577464788732
GSM1985630,60.7655502392344
GSM3602452,85
GSM3602461,85.7142857142857
GSM3602465,85.7142857142857
GSM1571074,96.8503937007874
GSM1571071,95.0354609929078
GSM1571061,93.3333333333333
GSM4050460,69.5181907571288
GSM4050229,68.9342403628118
GSM4050368,67.6532769556025
GSM4050532,55.6064073226545
GSM4050528,49.1879350348028
GSM4050517,75.5834829443447
GSM4050568,64.3923240938166
GSM4050531,62.7416520210896
GSM4050286,60.5263157894737
GSM4050448,63.0514705882353
GSM4050527,65.6880733944954
GSM4050529,75.6472491909385
GSM4050411,70.5964912280702
GSM4050524,70.3213610586012
GSM4050447,65.7848324514991
GSM4050198,60.9195402298851
GSM4050160,50.0802568218299
GSM4050135,57.5342465753425
GSM4050251,55.7739557739558
GSM4050530,62.4113475177305
GSM4050234,68.1564245810056
GSM4050367,61.1320754716981
GSM4050224,70.9859154929578
GSM4050332,67.6646706586826
GSM4050235,61.7857142857143
GSM3928552,56.6180758017493
GSM3928451,42.3500611995104
GSM3928619,37.0067014147431
GSM3928614,43.2007400555042
GSM3928534,64.0638864241349
GSM3928565,60.5824232969319
GSM3928521,52.1620142309798
GSM3928553,76.6786263454639
GSM3928554,58.7596899224806
GSM3928469,43.7801350048216
GSM3928458,42.1352893235534
GSM3928550,77.1298995788792
GSM922180,75.8301158301158
GSM3928545,44.0348525469169
GSM922192,73.7235367372354
GSM3928559,60.1856375183195
GSM3928632,63.8637343682622
GSM922193,66.1687170474517
GSM3928561,59.7255369928401
GSM3928431,39.0038809831824
GSM3928563,57.0778851620239
GSM3928630,46.001134429949
GSM3928539,59.2317765168049
GSM3928544,62.4864864864865
GSM3928452,38.4049079754601
GSM3928540,58.3167330677291
GSM3928449,41.557734204793
GSM3928528,52.3091881380652
GSM3928557,52.6066350710901
GSM922185,72.4137931034483
GSM3928436,33.6822660098522
GSM3928444,58.25
GSM3928621,45.0226244343892
GSM3928633,47.991967871486
GSM3928626,54.3381535038932
GSM3928625,43.9650145772595
GSM3928640,53.0585106382979
GSM3928612,41.9574468085106
GSM3928618,42.4892703862661
GSM3928622,45.8618071374336
GSM3928635,49.7435897435897
GSM3928524,53.356890459364
GSM3928542,48.4792626728111
GSM3928522,47.8260869565218
GSM3928529,52.5687597301505
GSM3928526,48.922056384743
GSM3928634,54.9208534067447
GSM3928532,46.771978021978
GSM3928432,40.5637254901961
GSM3928628,46.7175572519084
GSM3928439,38.7864823348694
GSM3928536,48.428207306712
GSM922191,71.4155251141553
GSM3928527,51.1545293072824
GSM3928429,38.8274336283186
GSM3928435,34.8615916955017
GSM3928448,38.9655172413793
GSM3928473,39.3192488262911
GSM3928446,38.1520119225037
GSM922188,71.3839750260146
GSM3928459,78.1230183893469
GSM3928636,82.0618556701031
GSM922189,71.701982228298
GSM1160140,46.1538461538462
GSM3928428,35.5889724310777
GSM3928549,58.6901763224181
GSM3928547,46.7696629213483
GSM3928556,54.1350022351363
GSM3928520,46.0755813953488
GSM3928443,36.4069006543724
GSM3928427,36.7547169811321
GSM3928560,53.1293463143255
GSM3928430,40.3835616438356
GSM922179,63.9097744360902
GSM1833314,68.7704026115343
GSM3928551,48.490813648294
GSM3928537,48.0536912751678
GSM3928564,52.4532119372787
GSM3928617,47.1615720524018
GSM3928453,44.811320754717
GSM3928434,34.8426707597851
GSM3928450,42.2396856581532
GSM3928455,43.0141287284144
GSM3928474,51.4027149321267
GSM3928538,51.4782608695652
GSM922181,75.6
GSM3928525,53.4670487106017
GSM3928615,43.4969853574505
GSM922183,67.84140969163
GSM3928613,51.2392513909965
GSM3928466,40.5102040816327
GSM3928447,39.8051948051948
GSM3928627,32.0425531914894
GSM3928641,36.3817097415507
GSM3928461,36.0551431601273
GSM922186,69.4752402069475
GSM3928555,58.0513418903151
GSM922187,64.2304385210662
GSM3928462,44.1410693970421
GSM3928445,35.5263157894737
GSM3928548,60.4140526976161
GSM3928433,37.1287128712871
GSM3928457,54.1247484909457
GSM3928639,84.7351092487279
GSM3928464,46.7331118493909
GSM3928620,41.9047619047619
GSM3928637,50.4920514761544
GSM3928623,45.2554744525548
GSM3928533,42.7007299270073
GSM3928638,51.6010978956999
GSM3928460,38.241308793456
GSM3928558,60.2033405954975
GSM3928629,45.8558558558559
GSM3928616,43.3261955745896
GSM3928624,41.5562913907285
GSM3928471,55.9203980099503
GSM922190,64.4536652835408
GSM3928535,49.2244897959184
GSM3928438,39.581351094196
GSM3928470,53.3573141486811
GSM3928454,45.1070336391437
GSM3928530,54.9800796812749
GSM3928531,50.53460889139
GSM3928631,38.6844166014096
GSM3928437,32.3660714285714
GSM922184,55.8823529411765
GSM1160139,50.7692307692308
GSM3928467,46.8480424684804
GSM3928463,44.2367601246106
GSM3928440,31.5910837817064
GSM3928541,57.6461769115442
GSM3928472,51.4097744360902
GSM3928523,51.0382513661202
GSM922178,66.8941979522184
GSM3928442,32.0916905444126
GSM1861616,96.420581655481
GSM1861617,97.3799126637555
GSM3928546,56.2599049128368
GSM3928456,50.7295173961841
GSM3928468,57.2992700729927
GSM3928465,38.2716049382716
GSM3928562,51.37278828554
GSM1833307,65.0943396226415
GSM3928441,36.2815884476534
GSM922182,65.4970760233918
GSM1833312,67.6136363636364
GSM1833309,57.3643410852713
GSM3928543,43.7962962962963
GSM1160138,64.0625
GSM1861607,84.3089759117212
GSM2514781,82.7726505904535
GSM2706234,78.9220917822839
GSM2514771,82.3671155209072
GSM2514775,84.2099322799097
GSM2514787,83.0124575311438
GSM2514789,82.2055137844612
GSM2514783,84.5303113052977
GSM1861606,85.1893022951677
GSM2514785,82.9821717990276
GSM2706233,77.292576419214
GSM2514777,83.8126972991933
GSM2514779,84.222459322486
GSM2514773,83.5317460317461
GSM1861608,86.8660418963616
GSM1861609,87.145914641823
GSM3928347,79.7488645471547
GSM3928353,83.4800785456388
GSM3928352,82.1210910180837
GSM1861611,85.2331162152897
GSM1861610,85.1790808240888
GSM1833282,83.1740785976004
GSM2514788,83.0104966994914
GSM2514772,82.7554215470254
GSM2514780,85.0291302538494
GSM2514784,84.0516673256887
GSM2514774,85.1263621609089
GSM2514786,84.452296819788
GSM2514782,83.4280096132838
GSM2514790,84.3895778814427
GSM3928349,81.6060508529128
GSM3928354,80.6097633311584
GSM3928346,79.0923141773219
GSM3928351,76.105432410704
GSM2706235,79.336314426924
GSM3928348,81.2345679012346
GSM3928350,86.6741780190515
GSM1833279,84.8196051735875
GSM1833280,83.3533221396018
GSM2514776,86.591855622397
GSM2706236,78.5676947203346
GSM896804,84.1599038172528
GSM896805,83.8921534739025
GSM1833281,83.2761804273279
GSM896803,82.4020887728459
GSM2514778,83.434508522064
GSM1160114,81.5149136577708
GSM1160113,83.8702254947078
GSM1160112,80.8966074313409
GSM1396538,96.5384615384615
GSM1396539,96.3340122199593
GSM1396537,97.8482446206116
GSM1861612,85.433962264151
GSM1160117,82.4484697064335
GSM1160115,81.645056726094
GSM1160116,82.6068792647264
GSM1861613,85.3255181075989
GSM3578419,64.1304347826087
GSM3578635,46.3917525773196
GSM3578589,78.8461538461538
GSM3578734,71.9298245614035
GSM3578919,68.0306905370844
GSM3578638,60
GSM3578936,73.828125
GSM3578538,76.4705882352941
GSM3578312,62.8482972136223
GSM3578456,76.8856447688564
GSM3578314,50.9090909090909
GSM3578472,54.0540540540541
GSM3578327,49.8922413793104
GSM3578933,76.0638297872341
GSM3578523,58.5714285714286
GSM3578321,53.7170263788969
GSM3578937,75.1712328767123
GSM3578605,61.1111111111111
GSM3578446,56.6084788029925
GSM3578585,72.5609756097561
GSM3578681,64
GSM3578337,64.6464646464647
GSM3578318,59.1412742382272
GSM3578917,74.4635193133047
GSM3578747,68.5157421289355
GSM3578640,61.9047619047619
GSM3578592,80.4953560371517
GSM3578348,51.0204081632653
GSM3578595,54.9019607843137
GSM3578753,57.0048309178744
GSM3578440,47.0588235294118
GSM3578508,55.2238805970149
GSM3578512,54.5454545454545
GSM3578869,58.0645161290323
GSM3578718,56.9444444444445
GSM3578647,77.6536312849162
GSM3578313,45.0479233226837
GSM3578713,62.037037037037
GSM3578329,60.0343053173242
GSM3578924,79.6133567662566
GSM3578748,70.1470588235294
GSM3578504,68.0851063829787
GSM3578872,75.0841750841751
GSM3578929,65.0537634408602
GSM3578918,64.0186915887851
GSM3578914,64.4963144963145
GSM3578320,39.3939393939394
GSM3578303,58.5209003215434
GSM3578707,76.1904761904762
GSM3578317,64.1068447412354
GSM3578630,52.5252525252525
GSM3578444,52.8301886792453
GSM3578338,63.302752293578
GSM3578827,40.3508771929825
GSM3578910,62.5
GSM3578525,64.7887323943662
GSM3578786,36.3636363636364
GSM3578692,76.3157894736842
GSM3578322,33.0434782608696
GSM3578913,68.3080808080808
GSM3578730,51.8518518518519
GSM3578767,60.4477611940299
GSM3578365,53.448275862069
GSM3578870,47.9166666666667
GSM3578421,52.9411764705882
GSM3578935,78.0254777070064
GSM3578922,64.0759930915371
GSM3578315,56.0224089635854
GSM3578334,48.3644859813084
GSM3578328,54.3478260869565
GSM3578916,67.5646551724138
GSM3578921,78.3950617283951
GSM3578816,69.7674418604651
GSM3578733,55.6291390728477
GSM3578928,76.9784172661871
GSM3578305,58.9403973509934
GSM3578915,67.7898909811695
GSM3578319,55.1440329218107
GSM3578324,46.5940054495913
GSM3578336,56.5476190476191
GSM3578860,60.7142857142857
GSM3578902,51.1111111111111
GSM3578901,41.5841584158416
GSM3578541,60.2040816326531
GSM3578619,68.4684684684685
GSM3578614,62.5
GSM3578622,67.3684210526316
GSM3578455,51.5789473684211
GSM3578629,65.1162790697675
GSM3578888,45.4545454545455
GSM3578740,61.1111111111111
GSM3578732,70.3703703703704
GSM3578711,69.1056910569106
GSM3578468,57.5757575757576
GSM3578615,61.4457831325301
GSM3578501,71.7948717948718
GSM3578766,73.0769230769231
GSM3578500,55.7142857142857
GSM3578427,30.7692307692308
GSM3578620,65.7534246575342
GSM3578621,52.1276595744681
GSM3578453,59.433962264151
GSM3578779,74.869109947644
GSM3578920,72.3577235772358
GSM3578745,52.4390243902439
GSM3578925,68.4848484848485
GSM3578930,71.4876033057851
GSM3578452,51.4084507042254
GSM3578506,46.4285714285714
GSM3578781,46.09375
GSM3578743,58.1395348837209
GSM3578931,67.639902676399
GSM3578361,40.625
GSM3578426,64.5161290322581
GSM3578697,76.056338028169
GSM3578545,60.8695652173913
GSM3578447,27.8688524590164
GSM3578634,49.0909090909091
GSM3578590,75
GSM3578721,63.6363636363636
GSM3578715,67.1232876712329
GSM3578300,51.5151515151515
GSM3578477,38.7755102040816
GSM3578805,60
GSM3578862,69.0476190476191
GSM3578923,69.8198198198198
GSM3578926,75
GSM3578927,74.3362831858407
GSM3578332,46.9387755102041
GSM3578795,67.8571428571429
GSM3578746,66.8341708542714
GSM3578463,49.5238095238095
GSM3578588,66.6666666666667
GSM3578714,70.1030927835052
GSM3578784,68.1818181818182
GSM3578641,72.8813559322034
GSM3578609,48.7179487179487
GSM3578603,40.4761904761905
GSM3578639,71.0526315789474
GSM3578469,63.8888888888889
GSM3578698,53.3333333333333
GSM3578591,60.8108108108108
GSM3578597,73.4375
GSM3578598,64.2857142857143
GSM3578610,44.1176470588235
GSM3578879,55.7692307692308
GSM3578366,43.75
GSM3578874,37.037037037037
GSM3578762,73.9130434782609
GSM3578586,65.5913978494624
GSM3578425,48.2758620689655
GSM3578299,45.4545454545455
GSM3578662,55
GSM3578744,74.7899159663866
GSM3578934,74.1935483870968
GSM3578298,56.7796610169492
GSM3578572,32.1428571428572
GSM3578905,59.4594594594595
GSM3578854,66.6666666666667
GSM3578821,61.1111111111111
GSM3578648,53.6585365853659
GSM3578738,55.8139534883721
GSM3578565,75
GSM3578808,56.6666666666667
GSM3578356,55.5555555555556
GSM3578778,41.1764705882353
GSM3578454,54.1666666666667
GSM3578618,50.5747126436782
GSM3578370,11.1842105263158
GSM3578372,9.96563573883162
GSM3578304,43.3734939759036
GSM3578706,50
GSM3578326,66.6666666666667
GSM3578612,50
GSM3578617,72.463768115942
GSM3578878,56.6666666666667
GSM3578316,55.3846153846154
GSM3578490,75
GSM3578602,47.0588235294118
GSM3578645,60.7142857142857
GSM3578531,60
GSM3578535,10.5263157894737
GSM3578492,40.9090909090909
GSM3578529,38.9830508474576
GSM3578676,51.5151515151515
GSM3578530,52.9411764705882
GSM3578534,45
GSM3578731,50
GSM3578742,44.4444444444444
GSM3578309,75
GSM3578434,65.0406504065041
GSM3578527,36.3636363636364
GSM3578546,49.2063492063492
GSM3578557,14.2857142857143
GSM3578803,39.2857142857143
GSM3578341,40.625
GSM3578691,52.9411764705882
GSM3578810,40
GSM3578306,47.6190476190476
GSM3578449,28.5714285714286
GSM3578495,51.6129032258065
GSM3578498,62.8205128205128
GSM3578503,52.0408163265306
GSM3578509,57.1428571428571
GSM3578511,57.2727272727273
GSM3578570,50
GSM3578600,61.1111111111111
GSM3578604,59.7014925373134
GSM3578656,33.3333333333333
GSM3578665,50
GSM3578670,48.2758620689655
GSM3578671,51.7241379310345
GSM3578719,40
GSM3578728,89.4736842105263
GSM3578801,52.6315789473684
GSM3578932,70.3296703296703
GSM3578383,71.4285714285714
GSM3578423,51.1111111111111
GSM3578723,28.5714285714286
GSM3578857,77.7777777777778
GSM3578880,58.9041095890411
GSM3578518,68.75
GSM3578825,90
GSM3578515,48.3870967741936
GSM3578517,59.375
GSM3578760,50
GSM3578408,65.3846153846154
GSM3578493,46.4285714285714
GSM3578559,47.2222222222222
GSM3578461,35.8974358974359
GSM3578865,50
GSM3578544,40
GSM3578773,71.4285714285714
GSM3578420,52.7272727272727
GSM3578632,80.3738317757009
GSM3578451,49.1228070175439
GSM3578430,47.2222222222222
GSM3578896,55.5555555555556
GSM3578889,50
GSM3578623,51.6666666666667
GSM3578353,50.9803921568627
GSM3578780,68.9655172413793
GSM3578533,47.6190476190476
GSM3578751,54.1666666666667
GSM3578323,42.1052631578947
GSM3578325,46.9879518072289
GSM3578776,28.125
GSM3578771,65.2173913043478
GSM3578890,61.5384615384615
GSM3578596,45.945945945946
GSM3578717,45
GSM3578554,7.69230769230769
GSM3578709,64.8148148148148
GSM3578756,83.3333333333333
GSM3578340,52.9411764705882
GSM3578342,50
GSM3578680,43.1034482758621
GSM3578331,50
GSM3578333,43.4782608695652
GSM3578335,42.8571428571429
GSM3578631,64.1379310344828
GSM3578311,43.3333333333333
GSM3578887,27.027027027027
GSM3578700,51.1111111111111
GSM3578542,56.9105691056911
GSM3578350,40.9090909090909
GSM3578749,56.25
GSM3578443,57.6923076923077
GSM3578679,48.3870967741936
GSM3578302,36.2068965517241
GSM3578797,75
GSM3578424,72.2222222222222
GSM3578491,50
GSM3578643,52.8301886792453
GSM3578806,56.7567567567568
GSM3578807,68.421052631579
GSM3578826,100
GSM3578841,56.6666666666667
GSM3578885,44.4444444444444
GSM3578912,66.6666666666667
GSM3578693,71.4285714285714
GSM3578699,42.5925925925926
GSM3578818,42.8571428571429
GSM3578822,50
GSM3578833,50
GSM3578834,87.5
GSM3578884,46.5116279069768
GSM3578791,80
GSM3578909,100
GSM3578438,42.4242424242424
GSM3578616,68.8524590163934
GSM3578407,20
GSM3578409,60
GSM3578428,45.945945945946
GSM3578429,50
GSM3578445,34.4827586206897
GSM3578475,38.2978723404255
GSM3578593,60
GSM3578608,44
GSM3578636,56
GSM3578667,82.3529411764706
GSM3578678,33.3333333333333
GSM3578729,62.8571428571429
GSM3578739,60
GSM3578757,66.6666666666667
GSM3578765,50
GSM3578772,60
GSM3578783,41.8604651162791
GSM3578793,52.6315789473684
GSM3578798,22.2222222222222
GSM3578871,58.1081081081081
GSM3578877,44.6428571428571
GSM3578883,68.75
GSM3578892,64.406779661017
GSM3578904,80
GSM3578377,100
GSM3578378,20
GSM3578380,55.5555555555556
GSM3578382,27.2727272727273
GSM3578385,68.75
GSM3578387,77.7777777777778
GSM3578390,25
GSM3578391,71.4285714285714
GSM3578400,53.5714285714286
GSM3578401,75
GSM3578405,100
GSM3578406,100
GSM3578412,37.5
GSM3578431,27.2727272727273
GSM3578432,48.6486486486487
GSM3578433,54.9019607843137
GSM3578436,43.8775510204082
GSM3578441,50
GSM3578442,51.4705882352941
GSM3578450,38.2716049382716
GSM3578457,37.5
GSM3578458,26.0869565217391
GSM3578459,35.7142857142857
GSM3578460,46.4788732394366
GSM3578462,27.2727272727273
GSM3578474,55.5555555555556
GSM3578476,33.3333333333333
GSM3578480,40
GSM3578482,100
GSM3578594,58.3333333333333
GSM3578607,50
GSM3578626,56.8181818181818
GSM3578633,47.3684210526316
GSM3578637,56.5217391304348
GSM3578644,48.7179487179487
GSM3578650,50
GSM3578652,58.974358974359
GSM3578657,64.7058823529412
GSM3578663,86.6666666666667
GSM3578682,65
GSM3578696,45.8333333333333
GSM3578712,41.8604651162791
GSM3578716,65.3061224489796
GSM3578755,50
GSM3578769,32
GSM3578774,39.5348837209302
GSM3578785,25
GSM3578787,54.0540540540541
GSM3578789,40
GSM3578790,14.2857142857143
GSM3578792,73.3333333333333
GSM3578796,58.8235294117647
GSM3578812,45.4545454545455
GSM3578813,71.4285714285714
GSM3578814,57.1428571428571
GSM3578820,47.0588235294118
GSM3578823,18.1818181818182
GSM3578824,50
GSM3578828,100
GSM3578830,38.4615384615385
GSM3578832,14.2857142857143
GSM3578838,33.3333333333333
GSM3578839,33.3333333333333
GSM3578842,100
GSM3578843,75
GSM3578844,50
GSM3578846,52.1739130434783
GSM3578849,46.1538461538462
GSM3578851,62.5
GSM3578855,57.1428571428571
GSM3578856,65.3846153846154
GSM3578864,64.2857142857143
GSM3578866,57.8947368421053
GSM3578868,43.4782608695652
GSM3578875,66.6666666666667
GSM3578876,48
GSM3578882,61.2903225806452
GSM3578886,12.5
GSM3578894,22.2222222222222
GSM3578895,25
GSM3578897,28.5714285714286
GSM3578898,48.4848484848485
GSM3578899,50
GSM3578906,60.4651162790698
GSM3578911,50
GSM3578467,41.6666666666667
GSM3578646,48.3333333333333
GSM3578439,66.6666666666667
GSM3578829,33.3333333333333
GSM3578908,61.1111111111111
GSM3578741,68.75
GSM3578758,77.6315789473684
GSM3578308,37.7049180327869
GSM3578777,57.5757575757576
GSM3578351,61.2903225806452
GSM3578537,47.6190476190476
GSM3578642,43.4782608695652
GSM3578564,18.1818181818182
GSM3578339,68.1159420289855
GSM3578510,42.8571428571429
GSM3578900,66.6666666666667
GSM3578695,59.0909090909091
GSM3578708,81.3953488372093
GSM3578543,23.5294117647059
GSM3578799,58.3333333333333
GSM3578840,51.1627906976744
GSM3578484,33.3333333333333
GSM3578903,50
GSM3578669,55.8823529411765
GSM3578540,68.421052631579
GSM3578688,76.9230769230769
GSM3578548,48.8888888888889
GSM3578549,25
GSM3578358,51.6129032258065
GSM3578352,42.5531914893617
GSM3578330,48.6486486486487
GSM3578606,54.5454545454545
GSM3578465,55.5555555555556
GSM3578466,42.8571428571429
GSM3578861,40.9090909090909
GSM3578664,66.6666666666667
GSM3578448,50
GSM3578836,42.8571428571429
GSM3578802,9.52380952380952
GSM3578725,33.3333333333333
GSM3578653,45
GSM3578613,46.1538461538462
GSM3578625,57.1428571428571
GSM3578628,20
GSM3578655,60
GSM3578658,54.1666666666667
GSM3578673,76.1904761904762
GSM3578651,71.875
GSM3578550,18.75
GSM3578354,44.6808510638298
GSM3578654,80
GSM3578411,36.8421052631579
GSM3578526,55.1724137931035
GSM3578522,68.1818181818182
GSM3578800,50
GSM3578374,6.76691729323308
GSM3578893,61.1111111111111
GSM3578584,38.4615384615385
GSM3578464,56.25
GSM3578672,50
GSM3578705,78.9473684210526
GSM3578689,50
GSM3578710,46.6666666666667
GSM3578907,57.1428571428571
GSM3578489,38.4615384615385
GSM3578551,33.3333333333333
GSM3578720,66.6666666666667
GSM3578483,100
GSM3578736,57.8947368421053
GSM3578360,48.1481481481482
GSM3578435,72
GSM3578359,44.4444444444444
GSM3578381,100
GSM3578624,33.3333333333333
GSM3578364,54.7619047619048
GSM3578694,58.0645161290323
GSM3578371,10.2857142857143
GSM3578552,43.4782608695652
GSM3578547,37.1428571428572
GSM3578701,30
GSM3578362,37.8378378378378
GSM3578611,48.1481481481482
GSM3578355,21.4285714285714
GSM3578659,65.2173913043478
GSM3578310,77.7777777777778
GSM3578494,62.1621621621622
GSM3578349,42.1052631578947
GSM3578343,20
GSM3578363,60
GSM3578367,8.29015544041451
GSM3578373,13.4328358208955
GSM3578376,10.6796116504854
GSM3578307,53.125
GSM3578519,58.0645161290323
GSM3578754,33.3333333333333
GSM3578770,45.4545454545455
GSM3578560,25.8064516129032
GSM3578532,63.6363636363636
GSM3578539,46.1538461538462
GSM3578514,42.8571428571429
GSM3578574,12.5
GSM3578675,55.1724137931035
GSM3578368,10
GSM3578369,2.4390243902439
GSM3578301,25
GSM3578496,40.9090909090909
GSM3578562,50
GSM3578568,40
GSM3578727,46.4285714285714
GSM3578437,52.1739130434783
GSM3578817,58.3333333333333
GSM3578587,40.5405405405405
GSM3578661,39.1304347826087
GSM3578499,61.2903225806452
GSM3578761,41.6666666666667
GSM3578497,43.75
GSM3578553,50
GSM3578690,55.5555555555556
GSM3578521,51.7241379310345
GSM3578524,67.3913043478261
GSM3578735,58.3333333333333
GSM3578704,68.75
GSM3578578,50
GSM3578555,36.3636363636364
GSM3578556,34.6153846153846
GSM3578502,63.6363636363636
GSM3578416,25
GSM3578850,100
GSM3578863,40
GSM3578726,36.3636363636364
GSM3578649,45.4545454545455
GSM3578666,62.5
GSM3578599,53.3333333333333
GSM3578395,20
GSM3578528,9.09090909090909
GSM3578677,50
GSM3578660,33.3333333333333
GSM3578344,50
GSM3578867,50
GSM3578687,66.6666666666667
GSM3578487,14.2857142857143
GSM3578811,25
GSM3578357,40.9090909090909
GSM3578471,60
GSM3578470,46.1538461538462
GSM3578520,32.1428571428572
GSM3578571,27.2727272727273
GSM3578576,40
GSM3578627,25
GSM3578347,37.5
GSM3578566,66.6666666666667
GSM3578752,73.3333333333333
GSM3578513,37.5
GSM3578858,50
GSM3578815,40
GSM3578835,50
GSM3578569,11.1111111111111
GSM3578345,40
GSM3578702,28.5714285714286
GSM3578788,100
GSM3578683,55.5555555555556
GSM3578685,100
