gse,gsm,stage,is.normal,disease,treatment,maternal.age,developmental.day,cell.line,srr.count,srr.mean.avgspotlen,srr.total.bytes,srr.total.bases,srr.total.avgreadcount
GSE133854,GSM3928413,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2317823525,5926571700,19755239
GSE133854,GSM3928414,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2373958232,6174829200,20582764
GSE133854,GSM3928415,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2380864895,6200997600,20669992
GSE133854,GSM3928416,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2149106707,5563973700,18546579
GSE133854,GSM3928417,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2284794630,5961079200,19870264
GSE133854,GSM3928418,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2299832400,6013404000,20044680
GSE133854,GSM3928419,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2411379496,6143440200,20478134
GSE133854,GSM3928420,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2417840361,6085930500,20286435
GSE133854,GSM3928421,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2417129038,6085722300,20285741
GSE133854,GSM3928422,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2397392151,6031483200,20104944
GSE133854,GSM3928423,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2452108964,6135635700,20452119
GSE133854,GSM3928424,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2445106981,6126685200,20422284
GSE133854,GSM3928425,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2137500646,5362623900,17875413
GSE133854,GSM3928426,8-cell,TRUE,,,24~35 with mean 28,,,1,300,2462769204,6174229500,20580765
GSE133854,GSM3928428,morula,TRUE,,,24~35 with mean 28,,,1,300,2426756837,6072035700,20240119
GSE133854,GSM3928429,morula,TRUE,,,24~35 with mean 28,,,1,300,2395023921,6032787300,20109291
GSE133854,GSM3928430,morula,TRUE,,,24~35 with mean 28,,,1,300,2429077329,6103414800,20344716
GSE133854,GSM3928431,morula,TRUE,,,24~35 with mean 28,,,1,300,2472199274,6193698900,20645663
GSE133854,GSM3928432,morula,TRUE,,,24~35 with mean 28,,,1,300,2295622775,5794867500,19316225
GSE133854,GSM3928433,morula,TRUE,,,24~35 with mean 28,,,1,300,2437732394,6119743500,20399145
GSE133854,GSM3928434,morula,TRUE,,,24~35 with mean 28,,,1,300,2094496959,5230648500,17435495
GSE133854,GSM3928435,morula,TRUE,,,24~35 with mean 28,,,1,300,2499466053,6010413900,20034713
GSE133854,GSM3928436,morula,TRUE,,,24~35 with mean 28,,,1,300,2438514831,6167126700,20557089
GSE133854,GSM3928437,morula,TRUE,,,24~35 with mean 28,,,1,300,1765570282,4310336700,14367789
GSE133854,GSM3928438,morula,TRUE,,,24~35 with mean 28,,,1,300,1984564009,4963011000,16543370
GSE133854,GSM3928439,morula,TRUE,,,24~35 with mean 28,,,1,300,2423499109,5937728100,19792427
GSE133854,GSM3928440,morula,TRUE,,,24~35 with mean 28,,,1,300,2149752818,5228690700,17428969
GSE133854,GSM3928441,morula,TRUE,,,24~35 with mean 28,,,1,300,1331605270,3290875800,10969586
GSE133854,GSM3928442,morula,TRUE,,,24~35 with mean 28,,,1,300,2048407411,5016353100,16721177
GSE133854,GSM3928443,morula,TRUE,,,24~35 with mean 28,,,1,300,2186316660,5176256100,17254187
GSE133854,GSM3928444,morula,TRUE,,,24~35 with mean 28,,,1,300,1448025880,3562137600,11873792
GSE133854,GSM3928446,morula,TRUE,,,24~35 with mean 28,,,1,300,1681411678,4260323400,14201078
GSE133854,GSM3928447,morula,TRUE,,,24~35 with mean 28,,,1,300,2445556766,6161330100,20537767
GSE133854,GSM3928448,morula,TRUE,,,24~35 with mean 28,,,1,300,1981683978,5004720000,16682400
GSE133854,GSM3928450,morula,TRUE,,,24~35 with mean 28,,,1,300,2461502083,6177827700,20592759
GSE133854,GSM3928451,morula,TRUE,,,24~35 with mean 28,,,1,300,2453861432,6131284500,20437615
GSE133854,GSM3928452,morula,TRUE,,,24~35 with mean 28,,,1,300,2509083770,6121743900,20405813
GSE133854,GSM3928453,morula,TRUE,,,24~35 with mean 28,,,1,300,2511798341,6145576500,20485255
GSE133854,GSM3928454,morula,TRUE,,,24~35 with mean 28,,,1,300,1577018269,3966371400,13221238
GSE133854,GSM3928455,morula,TRUE,,,24~35 with mean 28,,,1,300,1902534052,4852827600,16176092
GSE133854,GSM3928456,morula,TRUE,,,24~35 with mean 28,,,1,300,1526624853,3945636300,13152121
GSE133854,GSM3928457,morula,TRUE,,,24~35 with mean 28,,,1,300,1901114652,4868298300,16227661
GSE133854,GSM3928458,morula,TRUE,,,24~35 with mean 28,,,1,300,2060372973,5190700800,17302336
GSE133854,GSM3928459,morula,TRUE,,,24~35 with mean 28,,,1,300,1782521600,4532598900,15108663
GSE133854,GSM3928460,morula,TRUE,,,24~35 with mean 28,,,1,300,2095008404,5311553100,17705177
GSE133854,GSM3928461,morula,TRUE,,,24~35 with mean 28,,,1,300,2182844895,5570529300,18568431
GSE133854,GSM3928462,morula,TRUE,,,24~35 with mean 28,,,1,300,2080541638,5272219200,17574064
GSE133854,GSM3928463,morula,TRUE,,,24~35 with mean 28,,,1,300,2455967229,6046661700,20155539
GSE133854,GSM3928464,morula,TRUE,,,24~35 with mean 28,,,1,300,2470758402,6010301400,20034338
GSE133854,GSM3928465,morula,TRUE,,,24~35 with mean 28,,,1,300,2467328273,6115995300,20386651
GSE133854,GSM3928466,morula,TRUE,,,24~35 with mean 28,,,1,300,2458115961,6018017400,20060058
GSE133854,GSM3928467,morula,TRUE,,,24~35 with mean 28,,,1,300,2620046960,6009594600,20031982
GSE133854,GSM3928468,morula,TRUE,,,24~35 with mean 28,,,1,300,2454167256,6054294000,20180980
GSE133854,GSM3928469,morula,TRUE,,,24~35 with mean 28,,,1,300,2032834160,4972124700,16573749
GSE133854,GSM3928470,morula,TRUE,,,24~35 with mean 28,,,1,300,2266180294,5476904100,18256347
GSE133854,GSM3928471,morula,TRUE,,,24~35 with mean 28,,,1,300,1916487610,4885740300,16285801
GSE133854,GSM3928472,morula,TRUE,,,24~35 with mean 28,,,1,300,2020825594,5215786800,17385956
GSE133854,GSM3928473,morula,TRUE,,,24~35 with mean 28,,,1,300,1939324544,4948594800,16495316
GSE133854,GSM3928474,morula,TRUE,,,24~35 with mean 28,,,1,300,2153356729,5482773900,18275913
GSE133854,GSM3928475,zygote,FALSE,androgenetic,,24~35 with mean 28,,,1,180,5607797353,7516736100,41759645
GSE133854,GSM3928476,zygote,FALSE,androgenetic,,24~35 with mean 28,,,1,180,4614452558,6006112920,33367294
GSE133854,GSM3928477,zygote,FALSE,androgenetic,,24~35 with mean 28,,,1,300,2101168691,5324754300,17749181
GSE133854,GSM3928478,zygote,FALSE,androgenetic,,24~35 with mean 28,,,1,300,1919991791,5048255700,16827519
GSE133854,GSM3928479,2-cell,FALSE,androgenetic,,24~35 with mean 28,,,1,300,8220000313,20001640200,66672134
GSE133854,GSM3928480,2-cell,FALSE,androgenetic,,24~35 with mean 28,,,1,300,7519123419,18656695500,62188985
GSE133854,GSM3928481,2-cell,FALSE,androgenetic,,24~35 with mean 28,,,1,300,11523562579,27924715800,93082386
GSE133854,GSM3928501,8-cell,FALSE,androgenetic,,24~35 with mean 28,,,1,180,5714551911,7423858800,41243660
GSE133854,GSM3928630,morula,FALSE,parthenogenetic,,24~35 with mean 28,,,1,300,2425876963,6035448600,20118162
GSE133854,GSM3928445,morula,TRUE,,,24~35 with mean 28,,,1,300,2219728427,5419660200,18065534
GSE133854,GSM3928427,morula,TRUE,,,24~35 with mean 28,,,1,300,2129182913,5188005000,17293350
GSE133854,GSM3928449,morula,TRUE,,,24~35 with mean 28,,,1,300,2454506257,6166267200,20554224
GSE136447,GSM4050122,ICM,TRUE,,,,embryo invitro day 6,,1,299,1949790299,4801774642,16059446.9632107
GSE136447,GSM4050123,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1879203667,4606437620,15406145.8862876
GSE136447,GSM4050124,ICM,TRUE,,,,embryo invitro day 6,,1,299,2068338404,5045272018,16873819.458194
GSE136447,GSM4050125,ICM,TRUE,,,,embryo invitro day 6,,1,299,1775507145,4645142386,15535593.264214
GSE136447,GSM4050126,ICM,TRUE,,,,embryo invitro day 6,,1,299,1841771798,4493736296,15029218.3812709
GSE136447,GSM4050127,ICM,TRUE,,,,embryo invitro day 6,,1,299,1967961079,4830634147,16155967.0468227
GSE136447,GSM4050128,ICM,TRUE,,,,embryo invitro day 6,,1,299,1811396300,4727597933,15811364.3244147
GSE136447,GSM4050129,ICM,TRUE,,,,embryo invitro day 6,,1,299,1870192925,4866494952,16275902.8494983
GSE136447,GSM4050130,ICM,TRUE,,,,embryo invitro day 6,,1,299,1839987165,4811743262,16092786.8294314
GSE136447,GSM4050131,ICM,TRUE,,,,embryo invitro day 6,,1,299,1992490368,4923205847,16465571.3946488
GSE136447,GSM4050133,ICM,TRUE,,,,embryo invitro day 6,,1,299,1849027257,4791847810,16026246.8561873
GSE136447,GSM4050134,ICM,TRUE,,,,embryo invitro day 6,,1,299,1960752272,4807795042,16079582.0802676
GSE136447,GSM4050135,hypoblast,TRUE,,,,embryo invitro day 6,,1,299,1982540406,4872210911,16295019.7692308
GSE136447,GSM4050136,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1843763749,4828790114,16149799.7123746
GSE136447,GSM4050137,ICM,TRUE,,,,embryo invitro day 6,,1,299,1905053919,5028896433,16819051.6153846
GSE136447,GSM4050138,ICM,TRUE,,,,embryo invitro day 6,,1,299,2031238889,4984491820,16670541.2040134
GSE136447,GSM4050139,ICM,TRUE,,,,embryo invitro day 6,,1,299,1622235449,4063580347,13590569.722408
GSE136447,GSM4050140,ICM,TRUE,,,,embryo invitro day 6,,1,299,1971805056,4848460785,16215587.909699
GSE136447,GSM4050141,ICM,TRUE,,,,embryo invitro day 6,,1,299,2004256701,4939408154,16519759.7123746
GSE136447,GSM4050142,ICM,TRUE,,,,embryo invitro day 6,,1,299,1996038577,4892582040,16363150.6354515
GSE136447,GSM4050143,ICM,TRUE,,,,embryo invitro day 6,,1,299,1923458424,4728141855,15813183.4615385
GSE136447,GSM4050144,ICM,TRUE,,,,embryo invitro day 6,,1,299,1981938793,4929634403,16487071.5819398
GSE136447,GSM4050146,ICM,TRUE,,,,embryo invitro day 6,,1,299,1643924691,4013840200,13424214.7157191
GSE136447,GSM4050147,ICM,TRUE,,,,embryo invitro day 6,,1,299,2005169770,4921883694,16461149.4782609
GSE136447,GSM4050148,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1903327695,4650969048,15555080.4280936
GSE136447,GSM4050149,ICM,TRUE,,,,embryo invitro day 6,,1,299,1956036639,4791331780,16024521.0033445
GSE136447,GSM4050150,ICM,TRUE,,,,embryo invitro day 6,,1,299,1977684111,4837344550,16178409.8662207
GSE136447,GSM4050151,ICM,TRUE,,,,embryo invitro day 6,,1,299,2023902068,4999086660,16719353.3779264
GSE136447,GSM4050152,ICM,TRUE,,,,embryo invitro day 6,,1,299,1964482899,4706825973,15741892.8862876
GSE136447,GSM4050153,epiblast,TRUE,,,,embryo invitro day 6,,1,299,2035544863,4889401550,16352513.5451505
GSE136447,GSM4050154,epiblast,TRUE,,,,embryo invitro day 6,,1,299,2082673026,5034792204,16838769.9130435
GSE136447,GSM4050155,ICM,TRUE,,,,embryo invitro day 6,,1,299,2087525337,4985708157,16674609.2207358
GSE136447,GSM4050156,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1975825142,4718129094,15779695.9665552
GSE136447,GSM4050157,epiblast,TRUE,,,,embryo invitro day 6,,1,299,2012252110,4803293883,16064528.0367893
GSE136447,GSM4050158,ICM,TRUE,,,,embryo invitro day 6,,1,299,1964072836,4714190264,15766522.6220736
GSE136447,GSM4050159,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1995875586,4783184993,15997274.2240803
GSE136447,GSM4050160,hypoblast,TRUE,,,,embryo invitro day 6,,1,299,2042876696,4900357727,16389156.277592
GSE136447,GSM4050161,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1964925493,4842130593,16194416.6989967
GSE136447,GSM4050162,epiblast,TRUE,,,,embryo invitro day 6,,1,299,2009772068,4800163630,16054058.9632107
GSE136447,GSM4050163,epiblast,TRUE,,,,embryo invitro day 6,,1,299,2006260164,4862163362,16261415.9264214
GSE136447,GSM4050164,ICM,TRUE,,,,embryo invitro day 6,,1,299,1716708732,4083215755,13656239.9832776
GSE136447,GSM4050166,epiblast,TRUE,,,,embryo invitro day 6,,1,299,2028013564,4922333301,16462653.180602
GSE136447,GSM4050167,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1980584119,4719670282,15784850.4414716
GSE136447,GSM4050168,epiblast,TRUE,,,,embryo invitro day 6,,1,298,1696120707,4016174522,13477095.7114094
GSE136447,GSM4050169,ICM,TRUE,,,,embryo invitro day 6,,1,299,2043841620,4863021788,16264286.916388
GSE136447,GSM4050170,ICM,TRUE,,,,embryo invitro day 6,,1,299,1973709523,4709072896,15749407.6789298
GSE136447,GSM4050171,epiblast,TRUE,,,,embryo invitro day 6,,1,299,2008765982,4782317519,15994372.9732441
GSE136447,GSM4050172,epiblast,TRUE,,,,embryo invitro day 6,,1,299,2025177293,4790797342,16022733.5852843
GSE136447,GSM4050173,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1983289891,4796866823,16043032.8528428
GSE136447,GSM4050174,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1989901033,4709251557,15750005.2073579
GSE136447,GSM4050175,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1856765155,4870572799,16289541.1337793
GSE136447,GSM4050176,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1786214307,4763098740,15930096.1204013
GSE136447,GSM4050177,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1999873244,4783255513,15997510.0769231
GSE136447,GSM4050178,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1827760349,4688157729,15679457.2876254
GSE136447,GSM4050179,epiblast,TRUE,,,,embryo invitro day 6,,1,299,2077293012,4958748447,16584442.9665552
GSE136447,GSM4050180,epiblast,TRUE,,,,embryo invitro day 6,,1,299,2155951442,4956440636,16576724.5351171
GSE136447,GSM4050181,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1962228612,4641713780,15524126.354515
GSE136447,GSM4050182,epiblast,TRUE,,,,embryo invitro day 6,,1,299,1742804499,4064853051,13594826.2575251
GSE136447,GSM4050183,epiblast,TRUE,,,,embryo invitro day 6,,1,299,2101799521,4747162131,15876796.4247492
GSE136447,GSM4050184,ICM,TRUE,,,,embryo invitro day 6,,1,299,1871712146,5096164516,17044028.4816054
GSE136447,GSM4050185,ICM,TRUE,,,,embryo invitro day 7,,1,299,2235807048,5422096548,18134102.1672241
GSE136447,GSM4050186,CTB,TRUE,,,,embryo invitro day 7,,1,299,1946718237,4776341351,15974385.7892977
GSE136447,GSM4050187,ICM,TRUE,,,,embryo invitro day 7,,1,299,1759101631,4769153553,15950346.3311037
GSE136447,GSM4050188,ICM,TRUE,,,,embryo invitro day 7,,1,299,2099130333,5102863798,17066434.1070234
GSE136447,GSM4050189,CTB,TRUE,,,,embryo invitro day 7,,1,299,1850593636,3841984048,12849444.9765886
GSE136447,GSM4050190,epiblast,TRUE,,,,embryo invitro day 7,,1,299,2174032936,5043340679,16867360.1304348
GSE136447,GSM4050191,ICM,TRUE,,,,embryo invitro day 7,,1,299,1754301992,4698102976,15712718.9832776
GSE136447,GSM4050193,epiblast,TRUE,,,,embryo invitro day 7,,1,299,2014727802,4937017456,16511764.0668896
GSE136447,GSM4050194,ICM,TRUE,,,,embryo invitro day 7,,1,299,1819554535,4911559708,16426621.09699
GSE136447,GSM4050195,ICM,TRUE,,,,embryo invitro day 7,,1,299,2411144760,5021949118,16795816.4481605
GSE136447,GSM4050196,ICM,TRUE,,,,embryo invitro day 7,,1,299,1821209832,4907827104,16414137.4715719
GSE136447,GSM4050197,CTB,TRUE,,,,embryo invitro day 7,,1,299,1749130075,4752568340,15894877.3913043
GSE136447,GSM4050198,hypoblast,TRUE,,,,embryo invitro day 7,,1,299,2076884579,4798291294,16047796.9698997
GSE136447,GSM4050199,CTB,TRUE,,,,embryo invitro day 7,,1,299,1748298603,4778974344,15983191.7859532
GSE136447,GSM4050200,ICM,TRUE,,,,embryo invitro day 7,,1,299,2056958010,4895121370,16371643.3779264
GSE136447,GSM4050201,ICM,TRUE,,,,embryo invitro day 7,,1,299,2002619083,4789387483,16018018.3377926
GSE136447,GSM4050202,ICM,TRUE,,,,embryo invitro day 7,,1,299,2125113929,4868580930,16282879.3645485
GSE136447,GSM4050203,CTB,TRUE,,,,embryo invitro day 7,,1,299,1935580517,4742056183,15859719.6755853
GSE136447,GSM4050204,CTB,TRUE,,,,embryo invitro day 7,,1,299,1864140438,4414017418,14762600.0602007
GSE136447,GSM4050205,CTB,TRUE,,,,embryo invitro day 7,,1,299,1969858364,4786386806,16007982.6287625
GSE136447,GSM4050206,ICM,TRUE,,,,embryo invitro day 7,,1,299,2447623934,5066146434,16943633.5585284
GSE136447,GSM4050208,ICM,TRUE,,,,embryo invitro day 7,,1,299,1991727841,4911309624,16425784.6956522
GSE136447,GSM4050209,ICM,TRUE,,,,embryo invitro day 7,,1,299,2016916909,4940576886,16523668.5150502
GSE136447,GSM4050210,ICM,TRUE,,,,embryo invitro day 7,,1,299,2000434801,4954812607,16571279.6220736
GSE136447,GSM4050211,CTB,TRUE,,,,embryo invitro day 7,,1,299,2042461116,5041795725,16862193.0602007
GSE136447,GSM4050212,CTB,TRUE,,,,embryo invitro day 7,,1,299,1835611991,5029890353,16822375.7625418
GSE136447,GSM4050213,CTB,TRUE,,,,embryo invitro day 7,,1,299,1801455198,4876802720,16310376.9899666
GSE136447,GSM4050214,CTB,TRUE,,,,embryo invitro day 7,,1,299,1896368361,5088920838,17019802.1337793
GSE136447,GSM4050215,epiblast,TRUE,,,,embryo invitro day 7,,1,299,1800436113,4926596249,16476910.5317726
