gse,gsm,srr,srr.avgspotlen,srr.bytes,srr.bases,srr.avgreadcount,stage,is.normal,disease,treatment,maternal.age,developmental.day,cell.line
GSE125616,GSM3578863,SRR8483638,300,544688501,1342544100,4475147,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578864,SRR8483639,300,489271899,1192189500,3973965,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578865,SRR8483640,300,630034122,1563680700,5212269,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578866,SRR8483641,300,436367283,1103577900,3678593,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578867,SRR8483642,300,592989100,1483816500,4946055,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578868,SRR8483643,300,670614287,1670998200,5569994,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578869,SRR8483644,300,493030682,1238372400,4127908,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578870,SRR8483645,300,863461053,2140083600,7133612,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578871,SRR8483646,300,744106119,1843827900,6146093,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578872,SRR8483647,300,765884401,1918881000,6396270,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578873,SRR8483648,300,309198246,761340600,2537802,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578874,SRR8483649,300,716072831,1773583500,5911945,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578875,SRR8483650,300,173146561,423749700,1412499,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578876,SRR8483651,300,439136263,1073242200,3577474,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578877,SRR8483652,300,632904981,1568744400,5229148,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578878,SRR8483653,300,482574809,1167586200,3891954,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578879,SRR8483654,300,507819353,1261487700,4204959,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578880,SRR8483655,300,807291573,1988689800,6628966,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578881,SRR8483656,300,242938212,603592500,2011975,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578882,SRR8483657,300,303690246,746763600,2489212,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578883,SRR8483658,300,550641007,1357515600,4525052,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578884,SRR8483659,300,444815840,1104344100,3681147,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578885,SRR8483660,300,274946429,677711400,2259038,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578886,SRR8483661,300,356530372,881524200,2938414,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578887,SRR8483662,300,662312652,1638946200,5463154,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578888,SRR8483663,300,488786410,1212796500,4042655,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578889,SRR8483664,300,223350390,536820300,1789401,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578890,SRR8483665,300,707191319,1731700500,5772335,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578891,SRR8483666,300,258251746,641158500,2137195,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578892,SRR8483667,300,531851943,1295847600,4319492,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578893,SRR8483668,300,474325847,1165843500,3886145,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578894,SRR8483669,300,218757876,533901000,1779670,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578895,SRR8483670,300,424860991,1048956600,3496522,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578896,SRR8483671,300,519468926,1283305800,4277686,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578897,SRR8483672,300,462783833,1151278800,3837596,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578898,SRR8483673,300,746228153,1825591800,6085306,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578899,SRR8483674,300,402565671,995510100,3318367,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578900,SRR8483675,300,665902640,1649680200,5498934,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578901,SRR8483676,300,750169859,1846950900,6156503,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578902,SRR8483677,300,794518755,1995675900,6652253,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578903,SRR8483678,300,443033921,1094289600,3647632,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578904,SRR8483679,300,234314141,567132900,1890443,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578905,SRR8483680,300,575467961,1410169200,4700564,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578906,SRR8483681,300,549340777,1343745600,4479152,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578907,SRR8483682,300,227186728,562206000,1874020,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578908,SRR8483683,300,427353822,1069459500,3564865,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578909,SRR8483684,300,318575895,785107200,2617024,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578910,SRR8483685,300,358375351,891062100,2970207,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578911,SRR8483686,300,289867656,723846600,2412822,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578912,SRR8483687,300,482869879,1197110400,3990368,trophoblast,TRUE,,,,day9 / post-implantation,
GSE125616,GSM3578913,SRR8483688,300,476379510,1192266600,3974222,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578914,SRR8483689,300,393084831,970457100,3234857,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578915,SRR8483690,300,431034004,1073357400,3577858,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578916,SRR8483691,300,459979009,1137203100,3790677,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578917,SRR8483692,300,311743563,741056700,2470189,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578918,SRR8483693,300,529865188,1319520900,4398403,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578919,SRR8483694,300,368867608,910932600,3036442,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578920,SRR8483695,300,393834126,1000979100,3336597,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578921,SRR8483696,300,286123859,743316000,2477720,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578922,SRR8483697,300,442443695,1128567600,3761892,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578923,SRR8483698,300,426384672,1072446900,3574823,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578924,SRR8483699,300,392135722,993829200,3312764,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578925,SRR8483700,300,338492935,861711600,2872372,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578926,SRR8483701,300,329912935,841843500,2806145,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578927,SRR8483702,300,303550615,771944100,2573147,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578928,SRR8483703,300,192897597,485057100,1616857,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578929,SRR8483704,300,276048351,692282100,2307607,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578930,SRR8483705,300,382346819,968026500,3226755,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578931,SRR8483706,300,353470190,884749500,2949165,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578932,SRR8483707,300,232573681,586063200,1953544,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578933,SRR8483708,300,446642235,1119231300,3730771,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578934,SRR8483709,300,206960912,516361800,1721206,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578935,SRR8483710,300,432861300,1062008700,3540029,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578936,SRR8483711,300,551247342,1338798000,4462660,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578937,SRR8483712,300,426946877,1058048400,3526828,trophoblast,TRUE,,,,Endometrial / Endometrial,
GSE125616,GSM3578306,SRR8483713,300,443384860,1116783900,3722613,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578307,SRR8483714,300,444793195,1111255800,3704186,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578308,SRR8483715,300,487868279,1124133600,3747112,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578309,SRR8483716,300,278964250,665529600,2218432,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578310,SRR8483717,300,280790961,658943700,2196479,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578311,SRR8483718,300,505540061,1203591600,4011972,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578312,SRR8483719,300,627355628,1591222800,5304076,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578313,SRR8483720,300,566355352,1366755600,4555852,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578314,SRR8483721,300,593862163,1473330900,4911103,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578315,SRR8483722,300,424474328,1030228200,3434094,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578316,SRR8483723,300,385653619,866647800,2888826,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578317,SRR8483724,300,544661313,1338220800,4460736,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578318,SRR8483725,300,569326183,1460941800,4869806,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578319,SRR8483726,300,404203137,1066324800,3554416,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578320,SRR8483727,300,482383606,1239462600,4131542,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578321,SRR8483728,300,368829434,942383100,3141277,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578322,SRR8483729,300,507107986,1284260100,4280867,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578323,SRR8483730,300,458004528,1150686900,3835623,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578324,SRR8483731,300,474476645,1211424300,4038081,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578325,SRR8483732,300,619008180,1518949500,5063165,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578326,SRR8483733,300,283415753,703046700,2343489,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578327,SRR8483734,300,828701747,2021853900,6739513,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578328,SRR8483735,300,269048446,657635100,2192117,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578329,SRR8483736,300,494567018,1246938000,4156460,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578330,SRR8483737,300,468228255,1205485200,4018284,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578331,SRR8483738,300,412406695,1071385800,3571286,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578332,SRR8483739,300,537599236,1351321200,4504404,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578333,SRR8483740,300,446035663,1149717900,3832393,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578334,SRR8483741,300,660005483,1685819100,5619397,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578335,SRR8483742,300,596012964,1493568900,4978563,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578336,SRR8483743,300,973248359,2446547700,8155159,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578337,SRR8483744,300,537249742,1386537000,4621790,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578338,SRR8483745,300,528329834,1376950800,4589836,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578339,SRR8483746,300,429455632,1069026300,3563421,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578340,SRR8483747,300,571169710,1509970500,5033235,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578341,SRR8483748,300,497425673,1327878600,4426262,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578342,SRR8483749,300,372621981,980827200,3269424,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578343,SRR8483750,300,385453945,980972700,3269909,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578344,SRR8483751,300,299956012,757869300,2526231,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578345,SRR8483752,300,392959027,999691500,3332305,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578346,SRR8483753,300,312947043,781473600,2604912,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578347,SRR8483754,300,331622721,860682000,2868940,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578348,SRR8483755,300,639862362,1628310900,5427703,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578349,SRR8483756,300,604041068,1539129600,5130432,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578350,SRR8483757,300,456170123,1150716900,3835723,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578351,SRR8483758,300,596944446,1522992600,5076642,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578352,SRR8483759,300,632261367,1594430400,5314768,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578353,SRR8483760,300,530741491,1344780000,4482600,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578354,SRR8483761,300,659293857,1674578100,5581927,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578355,SRR8483762,300,501942489,1275475500,4251585,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578356,SRR8483763,300,456395140,1137733800,3792446,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578357,SRR8483764,300,524809720,1305149100,4350497,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578358,SRR8483765,300,622117607,1582025400,5273418,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578359,SRR8483766,300,675101292,1724064300,5746881,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578360,SRR8483767,300,625194007,1619263800,5397546,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578361,SRR8483768,300,608091216,1472380200,4907934,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578362,SRR8483769,300,493075882,1262010300,4206701,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578363,SRR8483770,300,654231839,1684978800,5616596,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578364,SRR8483771,300,611018070,1556606100,5188687,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578365,SRR8483772,300,622936851,1607830500,5359435,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578366,SRR8483773,300,841990232,2136883500,7122945,trophoblast,TRUE,,,,day7 / implantation,
GSE125616,GSM3578367,SRR8483774,300,766507941,1786784400,5955948,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578368,SRR8483775,300,283545602,670698900,2235663,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578369,SRR8483776,300,501888959,1179517800,3931726,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578370,SRR8483777,300,406275065,954208200,3180694,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578371,SRR8483778,300,630588490,1479864600,4932882,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578372,SRR8483779,300,1313764863,3137087100,10456957,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578373,SRR8483780,300,249258072,580412400,1934708,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578374,SRR8483781,300,558316064,1297328100,4324427,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578375,SRR8483782,300,175930097,409521900,1365073,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578376,SRR8483783,300,489770535,1181631000,3938770,trophoblast,TRUE,,,,day6 / blastocyst,
GSE125616,GSM3578377,SRR8483784,300,212820090,532503300,1775011,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578378,SRR8483785,300,197146793,484887600,1616292,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578379,SRR8483786,300,618104887,1488471600,4961572,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578380,SRR8483787,300,291885983,721780800,2405936,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578381,SRR8483788,300,250412743,600537600,2001792,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578382,SRR8483789,300,316596206,775336800,2584456,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578383,SRR8483790,300,221704230,538971900,1796573,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578384,SRR8483791,300,109332788,266095500,886985,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578385,SRR8483792,300,264059785,640796700,2135989,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578386,SRR8483793,300,216099233,533004000,1776680,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578387,SRR8483794,300,431052210,1072564200,3575214,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578388,SRR8483795,300,130483942,314781000,1049270,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578389,SRR8483796,300,101855068,251507400,838358,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578390,SRR8483797,300,157917883,391703100,1305677,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578391,SRR8483798,300,194290355,486219300,1620731,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578392,SRR8483799,300,207821107,507701700,1692339,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578393,SRR8483800,300,273946432,681750900,2272503,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578394,SRR8483801,300,199974252,494375100,1647917,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578395,SRR8483802,300,244521306,600583500,2001945,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578396,SRR8483803,300,171009244,422832300,1409441,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578397,SRR8483804,300,166222762,406579500,1355265,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578398,SRR8483805,300,273984403,675647400,2252158,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578399,SRR8483806,300,281859590,698864400,2329548,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578400,SRR8483807,300,648196641,1610394300,5367981,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578401,SRR8483808,300,396220202,974024400,3246748,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578402,SRR8483809,300,132929123,319305300,1064351,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578403,SRR8483810,300,341280973,848310900,2827703,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578404,SRR8483811,300,280927837,690291000,2300970,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578405,SRR8483812,300,87881918,212563800,708546,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578406,SRR8483813,300,111488111,271653000,905510,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578407,SRR8483814,300,752561564,1873777500,6245925,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578408,SRR8483815,300,309566354,774824100,2582747,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578409,SRR8483816,300,421435772,1050616800,3502056,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578410,SRR8483817,300,117075091,275019600,916732,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578411,SRR8483818,300,336932095,785156100,2617187,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578412,SRR8483819,300,176743491,403244400,1344148,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578413,SRR8483820,300,437429466,1025396400,3417988,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578414,SRR8483821,300,200715566,486511500,1621705,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578415,SRR8483822,300,97455042,234503700,781679,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578416,SRR8483823,300,211806842,517462200,1724874,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578417,SRR8483824,300,184172866,441749100,1472497,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578418,SRR8483825,300,122453390,297501600,991672,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578419,SRR8483826,300,841000935,1962195600,6540652,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578420,SRR8483827,300,505608300,1205638500,4018795,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578421,SRR8483828,300,1131667602,2587565700,8625219,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578422,SRR8483829,300,301863796,703867200,2346224,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578423,SRR8483830,300,999633692,2329603500,7765345,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578424,SRR8483831,300,513709051,1232344800,4107816,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578425,SRR8483832,300,767058046,1807913700,6026379,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578426,SRR8483833,300,781999088,1871928600,6239762,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578427,SRR8483834,300,687325850,1665255300,5550851,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578428,SRR8483835,300,652976470,1549183800,5163946,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578429,SRR8483836,300,682258922,1630986900,5436623,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578430,SRR8483837,300,1231852402,2939273100,9797577,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578431,SRR8483838,300,351493431,856596300,2855321,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578432,SRR8483839,300,597767451,1435165500,4783885,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578433,SRR8483840,300,610972641,1453491600,4844972,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578434,SRR8483841,300,1011509086,2418480300,8061601,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578435,SRR8483842,300,824225814,1939239900,6464133,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578436,SRR8483843,300,1008876117,2433157800,8110526,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578437,SRR8483844,300,358228134,840980100,2803267,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578438,SRR8483845,300,834973798,2018557200,6728524,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578439,SRR8483846,300,234925075,553225500,1844085,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578440,SRR8483847,300,771542495,1853601300,6178671,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578441,SRR8483848,300,746735740,1787107200,5957024,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578442,SRR8483849,300,400105663,959052300,3196841,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578443,SRR8483850,300,457646208,1090497300,3634991,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578444,SRR8483851,300,670490498,1580595000,5268650,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578445,SRR8483852,300,299362727,703973700,2346579,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578446,SRR8483853,300,1037399409,2484924000,8283080,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578447,SRR8483854,300,721545762,1742614800,5808716,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578448,SRR8483855,300,348419335,823470900,2744903,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578449,SRR8483856,300,784663565,1861236000,6204120,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578450,SRR8483857,300,923882176,2289570300,7631901,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578451,SRR8483858,300,527280839,1257846000,4192820,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578452,SRR8483859,300,975618584,2385250200,7950834,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578453,SRR8483860,300,643417528,1524679800,5082266,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578454,SRR8483861,300,708001104,1681746900,5605823,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578455,SRR8483862,300,799892865,1902488100,6341627,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578456,SRR8483863,300,754981888,1790685000,5968950,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578457,SRR8483864,300,373566453,878559300,2928531,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578458,SRR8483865,300,679637784,1615860600,5386202,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578459,SRR8483866,300,718340424,1665890700,5552969,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578460,SRR8483867,300,953793158,2234581500,7448605,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578461,SRR8483868,300,683791731,1609728000,5365760,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578462,SRR8483869,300,385072722,896892900,2989643,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578463,SRR8483870,300,997344988,2327733300,7759111,trophoblast,TRUE,,,,day10 / post-implantation,
GSE125616,GSM3578464,SRR8483871,300,933715924,2163660000,7212200,trophoblast,TRUE,,,,day10 / post-implantation,
