gse,gsm,srr,srr.avgspotlen,srr.bytes,srr.bases,srr.avgreadcount,stage,is.normal,disease,treatment,maternal.age,developmental.day,cell.line
GSE136447,GSM4050293,SRR10039668,299,1882058412,4554811869,15233484.5117057,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050294,SRR10039669,299,2030776073,4895311422,16372279.0033445,STB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050295,SRR10039670,299,1824579594,4380115598,14649216.0468227,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050296,SRR10039671,299,2083951816,4981715010,16661254.2140468,STB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050297,SRR10039672,299,1800130324,4869435603,16285737.8026756,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050298,SRR10039673,299,1753782747,4722138519,15793105.4147157,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050299,SRR10039674,299,1738560307,4733484280,15831051.1036789,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050300,SRR10039675,299,1718991845,4669362729,15616597.7558528,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050301,SRR10039676,299,1811247938,4435159423,14833309.1070234,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050302,SRR10039677,299,1608695531,4392740663,14691440.3444816,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050303,SRR10039678,299,2014301293,5032742710,16831915.4180602,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050304,SRR10039679,299,1844325812,4756408834,15907721.8528428,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050305,SRR10039680,299,1842730491,5014784240,16771853.6454849,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050306,SRR10039681,299,1824044234,4882923560,16330848.0267559,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050307,SRR10039682,299,1913434438,4703199386,15729763.8327759,epiblast,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050308,SRR10039683,299,1989041014,5056855971,16912561.7759197,CTB,TRUE,,,,embryo invitro day 8,
GSE136447,GSM4050310,SRR10039685,299,1904033912,4891521150,16359602.5083612,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050311,SRR10039686,299,1881254990,4821768312,16126315.4247492,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050312,SRR10039687,299,1955919972,4970954302,16625265.2240803,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050313,SRR10039688,299,1808660836,4683255363,15663061.4147157,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050314,SRR10039689,299,1880731970,4546128259,15204442.3377926,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050315,SRR10039690,299,1652603054,4218644507,14109178.9531773,epiblast,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050316,SRR10039691,299,1954478435,4690895037,15688612.1638796,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050317,SRR10039692,299,1918137372,4983140832,16666022.8494983,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050318,SRR10039693,299,1980337428,5093639803,17035584.6254181,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050319,SRR10039694,299,1945237960,4954083974,16568842.722408,epiblast,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050320,SRR10039695,299,1951459277,4731297932,15823738.90301,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050321,SRR10039696,299,2075036249,5014411236,16770606.1404682,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050322,SRR10039697,299,1965075488,4731297114,15823736.1672241,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050323,SRR10039698,299,1599412837,4191577380,14018653.4448161,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050324,SRR10039699,299,1819743348,4722643943,15794795.7959866,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050325,SRR10039700,299,1712090107,4476676122,14972160.9431438,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050326,SRR10039701,299,1569768879,4012924965,13421153.729097,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050327,SRR10039702,299,1598716523,4127148627,13803172.6655518,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050328,SRR10039703,299,1926413145,4957061896,16578802.3277592,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050329,SRR10039704,299,1809543128,4710634142,15754629.2374582,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050330,SRR10039705,299,1707938984,4466354096,14937639.1170569,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050331,SRR10039706,299,1833407950,4758610161,15915084.1505017,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050332,SRR10039707,299,1602864888,4159069931,13909932.8795987,hypoblast,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050334,SRR10039709,298,1495911574,3901292230,13091584.6644295,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050335,SRR10039710,299,1788560228,4665003945,15602019.8829431,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050336,SRR10039711,299,1456422456,3852756256,12885472.4280936,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050337,SRR10039712,299,1808390812,4703133052,15729541.9799331,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050338,SRR10039713,299,1788038949,4721963912,15792521.4448161,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050339,SRR10039714,299,1873761341,4773762598,15965761.1973244,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050340,SRR10039715,299,1855252909,4840660877,16189501.2608696,epiblast,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050341,SRR10039716,299,1836525875,4814959673,16103544.0568562,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050342,SRR10039717,299,1844385118,4719210387,15783312.3311037,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050343,SRR10039718,299,1514457349,3901934545,13049948.3110368,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050344,SRR10039719,299,1865776650,5025086173,16806308.270903,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050345,SRR10039720,299,1847141182,4747421639,15877664.3444816,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050346,SRR10039721,299,1864694853,4830712474,16156229.0100334,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050347,SRR10039722,299,1922902350,4969688185,16621030.7190635,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050348,SRR10039723,299,1609489231,4344827466,14531195.5384615,epiblast,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050349,SRR10039724,299,1852386321,4797348569,16044644.0434783,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050350,SRR10039725,299,1934844246,4969578465,16620663.7625418,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050351,SRR10039726,299,1861899633,4979412677,16653554.1036789,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050352,SRR10039727,299,1739170001,4646650671,15540637.6956522,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050354,SRR10039729,299,1830378491,5021083774,16792922.3210702,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050355,SRR10039730,299,1641108335,4229289463,14144780.812709,epiblast,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050356,SRR10039731,299,2002676239,5058214437,16917105.1404682,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050357,SRR10039732,299,1861636633,4745946167,15872729.6555184,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050358,SRR10039733,299,1851952124,4745337841,15870695.1204013,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050359,SRR10039734,299,1895498519,4834420749,16168631.2675585,epiblast,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050360,SRR10039735,299,1814764986,4949798642,16554510.5083612,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050362,SRR10039737,299,1796902842,4850420926,16222143.5652174,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050363,SRR10039738,299,1810514760,4975725119,16641221.1337793,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050364,SRR10039739,299,1794366585,4884891027,16337428.1839465,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050365,SRR10039740,299,1725763547,4748231426,15880372.6622074,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050366,SRR10039741,299,1807297955,4977549604,16647323.090301,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050368,SRR10039743,299,1873335813,4798541065,16048632.3244147,hypoblast,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050369,SRR10039744,299,1677469381,4320553957,14450013.2341137,ICM,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050370,SRR10039745,299,1861111818,4741807460,15858887.826087,epiblast,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050371,SRR10039746,299,1839449108,4938496911,16516712.0769231,epiblast,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050372,SRR10039747,299,1864698465,5010622647,16757935.2742475,ICM,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050373,SRR10039748,299,1865733191,5002450056,16730602.1939799,epiblast,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050374,SRR10039749,299,1856167519,4788252769,16014223.3076923,CTB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050375,SRR10039750,299,1688539613,4365835551,14601456.6923077,epiblast,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050376,SRR10039751,299,1988338440,4799478842,16051768.7023411,STB,TRUE,,,,embryo invitro day 9,
GSE136447,GSM4050377,SRR10039752,299,1940407971,5057946232,16916208.1337793,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050379,SRR10039754,299,1855521051,4744307377,15867248.7525084,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050380,SRR10039755,299,1879817389,4846608978,16209394.5752508,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050381,SRR10039756,299,1963568822,5035730011,16841906.3913043,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050382,SRR10039757,299,1878646923,4865802978,16273588.5551839,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050383,SRR10039758,299,1853949794,4786320200,16007759.8662207,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050384,SRR10039759,299,1860616496,4875014144,16304395.1304348,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050385,SRR10039760,299,1949098415,5057397587,16914373.2006689,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050386,SRR10039761,299,1833778656,4895035056,16371354.7023411,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050387,SRR10039762,299,1907743707,5033044663,16832925.2943144,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050388,SRR10039763,299,1712821807,4497788548,15042771.0635452,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050389,SRR10039764,299,1912932316,5044136564,16870021.9531773,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050390,SRR10039765,299,1615903117,4255695342,14233094.7892977,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050391,SRR10039766,299,1846330433,4857733296,16246599.6521739,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050392,SRR10039767,299,1931427383,5031320801,16827159.8695652,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050393,SRR10039768,299,1716527749,4470197928,14950494.7424749,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050394,SRR10039769,299,1875530077,4853112244,16231144.6287625,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050395,SRR10039770,299,1797907345,4633427670,15496413.6120401,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050396,SRR10039771,299,1971023042,5055826284,16909118.006689,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050397,SRR10039772,299,1660895448,4352725838,14557611.4983278,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050398,SRR10039773,299,1902077575,4913268520,16432336.187291,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050399,SRR10039774,299,1985795069,4749776607,15885540.4916388,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050400,SRR10039775,299,1749335475,4555322907,15235193.6688963,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050401,SRR10039776,299,1768002762,4526418356,15138522.9297659,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050402,SRR10039777,299,1720581118,4543354610,15195165.9197324,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050403,SRR10039778,299,1930498345,5010451485,16757362.826087,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050404,SRR10039779,299,1848514217,4734493834,15834427.5384615,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050405,SRR10039780,299,1919606844,4967525547,16613797.8160535,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050406,SRR10039781,299,1929662653,4964480773,16603614.6254181,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050407,SRR10039782,299,1935735592,5014868108,16772134.1404682,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050408,SRR10039783,299,1871226093,4733947772,15832601.2441472,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050409,SRR10039784,299,1876689990,4822456383,16128616.6655518,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050410,SRR10039785,299,1911291621,4936844423,16511185.361204,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050411,SRR10039786,299,1886527233,4901033597,16391416.7123746,hypoblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050412,SRR10039787,299,1947802063,5077048262,16980094.5217391,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050413,SRR10039788,299,1956507903,5040016282,16856241.7458194,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050414,SRR10039789,299,1911523027,4896242779,16375393.909699,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050415,SRR10039790,299,1624593355,4165393136,13931080.722408,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050416,SRR10039791,299,1686870859,4345145889,14532260.4983278,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050417,SRR10039792,299,1631683257,4202422590,14054925.0501672,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050418,SRR10039793,299,1842250048,4751487938,15891264.006689,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050420,SRR10039795,299,1698485667,4402283455,14723356.0367893,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050421,SRR10039796,299,1616389112,4183844285,13992790.2508361,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050422,SRR10039797,299,1652811071,4274996937,14297648.6187291,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050423,SRR10039798,299,1617618748,4218898832,14110029.5384615,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050424,SRR10039799,299,1561761639,4031759177,13484144.4046823,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050425,SRR10039800,299,1692536839,4322895579,14457844.7458194,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050427,SRR10039802,299,1909183754,4892769535,16363777.7090301,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050428,SRR10039803,299,1709365157,4387910690,14675286.5886288,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050429,SRR10039804,299,1655717281,4276597703,14303002.3511706,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050430,SRR10039805,299,1611355856,4212723155,14089375.1003345,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050431,SRR10039806,299,1953855175,4910143065,16421883.1605351,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050432,SRR10039807,299,1897309971,4738045001,15846304.3511706,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050433,SRR10039808,299,1895549445,4763311159,15930806.5518395,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050434,SRR10039809,299,1772221548,4717658076,15778120.6555184,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050435,SRR10039810,299,1938643326,4823562728,16132316.8160535,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050436,SRR10039811,299,1874988472,4727449879,15810869.1605351,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050437,SRR10039812,299,1777625540,4898128950,16381702.173913,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050438,SRR10039813,299,1761427688,4802195750,16060855.3511706,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050439,SRR10039814,299,1915710357,4850833598,16223523.7391304,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050440,SRR10039815,299,1897690084,4773171348,15963783.7725753,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050441,SRR10039816,299,1931332562,4859933997,16253959.8561873,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050442,SRR10039817,299,1791186422,4910678183,16423672.8528428,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050443,SRR10039818,299,1610223587,4021180505,13448764.2307692,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050444,SRR10039819,299,1771869949,4778590425,15981907.7759197,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050445,SRR10039820,299,1930460514,4867392599,16278905.0133779,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050446,SRR10039821,299,1971970597,4901829991,16394080.2374582,CTB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050447,SRR10039822,299,1811673256,4924300015,16469230.819398,hypoblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050448,SRR10039823,299,1760483264,4736519162,15841201.2107023,hypoblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050449,SRR10039824,299,1935031000,4856097279,16241128.0234114,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050450,SRR10039825,299,2014828745,5013796203,16768549.173913,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050451,SRR10039826,299,2025227588,4993009746,16699029.2508361,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050452,SRR10039827,299,2029428079,5073953961,16969745.6889632,epiblast,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050453,SRR10039828,299,1985537029,4710501857,15754186.812709,STB,TRUE,,,,embryo invitro day 10,
GSE136447,GSM4050454,SRR10039829,299,2055597425,4961967526,16595209.1170569,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050455,SRR10039830,299,1923548828,4789614929,16018779.0267559,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050456,SRR10039831,299,2007617942,4986250059,16676421.6020067,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050457,SRR10039832,299,2186191789,5017807881,16781966.1571906,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050459,SRR10039834,299,1759500082,4780189788,15987256.8160535,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050460,SRR10039835,299,1849180732,4729828173,15818823.3210702,hypoblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050461,SRR10039836,297,1460265136,3228773736,10871292.040404,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050462,SRR10039837,299,1890224283,4747651648,15878433.6053512,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050463,SRR10039838,299,1653967060,4500332395,15051278.9130435,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050465,SRR10039840,299,1879286279,4814075254,16100586.1337793,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050466,SRR10039841,299,1732840583,4739992790,15852818.6956522,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050467,SRR10039842,299,1770348626,4425097644,14799657.6722408,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050468,SRR10039843,299,1987113120,4678179264,15646084.4949833,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050469,SRR10039844,299,1815277769,4739547134,15851328.2073579,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050470,SRR10039845,299,1538419259,4179145919,13977076.6521739,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050471,SRR10039846,299,1885077609,4741959226,15859395.4046823,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050472,SRR10039847,299,1809166843,4738244690,15846972.2073579,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050473,SRR10039848,299,1862261624,4724511942,15801043.2842809,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050474,SRR10039849,299,2037601360,4908958276,16417920.6555184,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050475,SRR10039850,299,1846045313,4799481901,16051778.9331104,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050476,SRR10039851,299,1933729848,4770132472,15953620.3076923,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050477,SRR10039852,299,1834486379,4623014858,15461588.1538462,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050478,SRR10039853,299,1958418116,5030290329,16823713.4749164,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050479,SRR10039854,299,1584080990,4348117370,14542198.5618729,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050480,SRR10039855,299,1644727527,4496874610,15039714.4147157,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050481,SRR10039856,299,1788198332,4891279507,16358794.3377926,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050482,SRR10039857,299,1747126214,4293281048,14358799.4916388,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050483,SRR10039858,299,2031994603,4765959192,15939662.8494983,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050484,SRR10039859,299,2024589165,4792810102,16029465.2240803,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050485,SRR10039860,299,2032483117,4685225074,15669649.0769231,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050486,SRR10039861,299,1976183532,4792435339,16028211.8361204,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050487,SRR10039862,299,2223007181,5100454427,17058376.0100334,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050488,SRR10039863,299,1757624188,4017397056,13436110.5551839,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050489,SRR10039864,299,1797216159,4040810057,13514414.9063545,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050490,SRR10039865,299,2126050759,5043867528,16869122.1672241,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050491,SRR10039866,298,1676284124,4162353208,13967628.2147651,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050492,SRR10039867,299,1840949898,5016183354,16776532.9565217,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050493,SRR10039868,299,1769010851,3994172480,13358436.3879599,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050494,SRR10039869,299,1927934657,4985625248,16674331.9331104,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050495,SRR10039870,299,1864090421,4837795915,16179919.4481605,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050496,SRR10039871,299,1574701944,4296360006,14369097.0100334,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050497,SRR10039872,299,1731859304,4737632223,15844923.8227425,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050498,SRR10039873,299,1958144330,4882751508,16330272.6020067,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050499,SRR10039874,299,1813238278,4919953429,16454693.7424749,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050500,SRR10039875,299,2025265496,5048285861,16883899.2006689,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050501,SRR10039876,299,1643765192,3850137829,12876715.1471572,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050502,SRR10039877,299,1929597841,4465903175,14936131.0200669,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050503,SRR10039878,299,1900592295,4772748776,15962370.4882943,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050504,SRR10039879,299,1780886617,4810412148,16088334.9431438,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050505,SRR10039880,299,1750061047,4757122903,15910110.0434783,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050506,SRR10039881,299,1972362737,4873232105,16298435.1337793,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050507,SRR10039882,299,1871910515,5075006888,16973267.1839465,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050508,SRR10039883,299,1818226320,4991459595,16693844.7993311,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050509,SRR10039884,299,1761382223,4734219446,15833509.8528428,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050510,SRR10039885,299,3245582813,7843760290,26233312.006689,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050511,SRR10039886,299,1863007485,4962965593,16598547.1337793,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050512,SRR10039887,299,1741139745,4178252564,13974088.8428094,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050513,SRR10039888,299,1989252605,4981435065,16660317.9431438,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050514,SRR10039889,299,2078002033,4786057177,16006880.1906355,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050515,SRR10039890,299,1939062140,4826618200,16142535.7859532,epiblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050516,SRR10039891,299,1975021206,4933964594,16501553.826087,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050517,SRR10039892,299,2045809621,4670486055,15620354.6989967,hypoblast,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050518,SRR10039893,299,1810364699,4315575663,14433363.4214047,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050519,SRR10039894,299,2208579469,5081819564,16996052.0535117,EVT,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050520,SRR10039895,299,2172926829,5059647937,16921899.4548495,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050521,SRR10039896,299,2188159908,5064588373,16938422.6521739,STB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050522,SRR10039897,299,1821764017,4329030990,14478364.5150502,CTB,TRUE,,,,embryo invitro day 12,
GSE136447,GSM4050523,SRR10039898,299,1997683638,4575746127,15303498.7525084,epiblast,TRUE,,,,embryo invitro day 12,
