,dataset,name,count.5.prime.UTR,count.3.prime.UTR,count.CDS,count.intron
865,201109-GSE136447-long508-150-150,GSM4050458,4992,132975,3226,514411
866,201109-GSE136447-long508-150-150,GSM4050378,3160,96712,2127,316758
867,201109-GSE136447-long508-150-150,GSM4050207,1361,53179,1461,105007
868,201109-GSE136447-long508-150-150,GSM4050464,5185,135957,3511,716640
869,201109-GSE136447-long508-150-150,GSM4050230,2838,82346,1857,219124
870,201109-GSE136447-long508-150-150,GSM4050145,624,18197,298,17890
871,201109-GSE136447-long508-150-150,GSM4050255,2126,91033,1778,286522
872,201109-GSE136447-long508-150-150,GSM4050367,2411,63324,1487,223024
873,201109-GSE136447-long508-150-150,GSM4050361,4529,115930,2855,511639
874,201109-GSE136447-long508-150-150,GSM4050353,4553,109157,2392,532524
875,200911-GSE125616-all-150-150,GSM3578298,4160,50359,1247,999991
876,200911-GSE125616-all-150-150,GSM3578299,3534,85191,1723,931155
877,200911-GSE125616-all-150-150,GSM3578300,3641,63252,1142,882845
878,200911-GSE125616-all-150-150,GSM3578301,3246,67337,1400,746774
879,200911-GSE125616-all-150-150,GSM3578302,3542,68230,1455,868496
880,200911-GSE125616-all-150-150,GSM3578303,2713,63832,1047,578522
881,200911-GSE125616-all-150-150,GSM3578304,3481,58901,1131,646451
882,200911-GSE125616-all-150-150,GSM3578305,2853,51105,988,959651
883,200911-GSE125616-all-150-150,GSM3578650,3153,60936,1368,438141
884,200911-GSE125616-all-150-150,GSM3578651,419,17300,188,26513
885,200911-GSE125616-all-150-150,GSM3578652,4435,78801,2356,588356
886,200911-GSE125616-all-150-150,GSM3578653,2050,59370,1030,310200
887,200911-GSE125616-all-150-150,GSM3578654,1853,49498,1034,220831
888,200911-GSE125616-all-150-150,GSM3578655,3518,78494,1655,632188
889,200911-GSE125616-all-150-150,GSM3578656,2442,60959,1265,347388
890,200911-GSE125616-all-150-150,GSM3578657,2722,69874,1354,675173
891,200911-GSE125616-all-150-150,GSM3578658,4447,83123,2070,683724
892,200911-GSE125616-all-150-150,GSM3578659,4678,94703,1912,512530
893,200911-GSE125616-all-150-150,GSM3578660,3414,74345,1435,466112
894,200911-GSE125616-all-150-150,GSM3578661,3589,68711,1608,295658
895,200911-GSE125616-all-150-150,GSM3578662,4932,73345,2125,1059123
896,200911-GSE125616-all-150-150,GSM3578663,3531,74620,1698,506108
897,200911-GSE125616-all-150-150,GSM3578664,3364,68193,1415,432776
898,200911-GSE125616-all-150-150,GSM3578665,2967,74459,1444,618354
899,200911-GSE125616-all-150-150,GSM3578666,3453,67243,1533,431783
900,200911-GSE125616-all-150-150,GSM3578667,2864,52110,1203,760531
901,200911-GSE125616-all-150-150,GSM3578668,1849,41955,735,279476
902,200911-GSE125616-all-150-150,GSM3578669,4590,85344,2165,1052940
903,200911-GSE125616-all-150-150,GSM3578670,3683,78381,1728,557429
904,200911-GSE125616-all-150-150,GSM3578671,3504,69314,2028,562544
905,200911-GSE125616-all-150-150,GSM3578672,3790,79835,2127,762747
906,200911-GSE125616-all-150-150,GSM3578673,5156,91306,2160,1054261
907,200911-GSE125616-all-150-150,GSM3578674,2178,42292,917,315536
908,200911-GSE125616-all-150-150,GSM3578675,5887,102819,2822,749204
909,200911-GSE125616-all-150-150,GSM3578676,3779,75073,1649,616745
910,200911-GSE125616-all-150-150,GSM3578677,1956,46355,1214,294504
911,200911-GSE125616-all-150-150,GSM3578678,5106,93549,2689,908472
912,200911-GSE125616-all-150-150,GSM3578679,4086,70003,1571,524401
913,200911-GSE125616-all-150-150,GSM3578680,4804,85168,2524,908548
914,200911-GSE125616-all-150-150,GSM3578681,6095,87562,3263,747296
915,200911-GSE125616-all-150-150,GSM3578682,3725,67549,1537,745576
916,200911-GSE125616-all-150-150,GSM3578683,2495,53259,1331,413125
917,200911-GSE125616-all-150-150,GSM3578684,1530,32113,697,295018
918,200911-GSE125616-all-150-150,GSM3578685,1923,45067,766,231594
919,200911-GSE125616-all-150-150,GSM3578686,4067,65327,1816,531733
920,200911-GSE125616-all-150-150,GSM3578687,2302,58189,1140,624562
921,200911-GSE125616-all-150-150,GSM3578688,2195,50376,1016,404941
922,200911-GSE125616-all-150-150,GSM3578689,2510,50016,1628,229403
923,200911-GSE125616-all-150-150,GSM3578690,2880,61094,1302,543649
924,200911-GSE125616-all-150-150,GSM3578691,3060,73087,1560,378137
925,200911-GSE125616-all-150-150,GSM3578692,6360,117990,3019,2207766
926,200911-GSE125616-all-150-150,GSM3578693,3583,69524,1631,506488
927,200911-GSE125616-all-150-150,GSM3578694,3274,78906,1677,690574
928,200911-GSE125616-all-150-150,GSM3578695,4474,93063,2484,1039774
929,200911-GSE125616-all-150-150,GSM3578696,4589,86975,2466,926940
930,200911-GSE125616-all-150-150,GSM3578697,2008,62262,1217,519703
931,200911-GSE125616-all-150-150,GSM3578698,3301,76958,1700,781121
932,200911-GSE125616-all-150-150,GSM3578699,4625,95871,2107,816694
933,200911-GSE125616-all-150-150,GSM3578700,3556,70597,1638,622682
934,200911-GSE125616-all-150-150,GSM3578701,2164,56732,1419,647986
935,200911-GSE125616-all-150-150,GSM3578702,1300,25427,823,239085
936,200911-GSE125616-all-150-150,GSM3578703,2331,61378,979,393372
937,200911-GSE125616-all-150-150,GSM3578704,3115,78465,1761,472899
938,200911-GSE125616-all-150-150,GSM3578705,3736,73003,2019,419415
939,200911-GSE125616-all-150-150,GSM3578706,5142,85086,2229,745995
940,200911-GSE125616-all-150-150,GSM3578707,3400,83383,2046,502342
941,200911-GSE125616-all-150-150,GSM3578708,6774,145125,3470,1104595
942,200911-GSE125616-all-150-150,GSM3578709,2845,66633,1227,477581
943,200911-GSE125616-all-150-150,GSM3578710,2721,59996,840,513469
944,200911-GSE125616-all-150-150,GSM3578711,8038,125402,3838,1419445
945,200911-GSE125616-all-150-150,GSM3578712,2061,47219,1181,393024
946,200911-GSE125616-all-150-150,GSM3578713,3134,74222,1499,860066
947,200911-GSE125616-all-150-150,GSM3578714,4280,81669,1576,673182
948,200911-GSE125616-all-150-150,GSM3578715,4969,86890,1892,856391
949,200911-GSE125616-all-150-150,GSM3578716,3829,72739,2222,941356
950,200911-GSE125616-all-150-150,GSM3578717,2370,64810,1275,502642
951,200911-GSE125616-all-150-150,GSM3578718,3569,72111,1661,927815
952,200911-GSE125616-all-150-150,GSM3578719,2747,53997,1031,425777
953,200911-GSE125616-all-150-150,GSM3578720,2235,59519,1187,679283
954,200911-GSE125616-all-150-150,GSM3578721,3091,66002,1414,441812
955,200911-GSE125616-all-150-150,GSM3578722,2141,51547,1045,517624
956,200911-GSE125616-all-150-150,GSM3578723,4227,88163,2196,742923
957,200911-GSE125616-all-150-150,GSM3578724,2570,48678,1084,561259
958,200911-GSE125616-all-150-150,GSM3578725,2952,68102,1648,758033
959,200911-GSE125616-all-150-150,GSM3578726,2767,62124,1225,657788
960,200911-GSE125616-all-150-150,GSM3578727,3864,91332,2053,919488
961,200911-GSE125616-all-150-150,GSM3578728,2491,60832,1037,500305
962,200911-GSE125616-all-150-150,GSM3578729,3313,62724,1671,354515
963,200911-GSE125616-all-150-150,GSM3578730,2783,63065,1648,685341
964,200911-GSE125616-all-150-150,GSM3578731,3809,79577,1808,736028
965,200911-GSE125616-all-150-150,GSM3578732,3827,75330,1425,655713
966,200911-GSE125616-all-150-150,GSM3578733,4590,74841,1673,753571
967,200911-GSE125616-all-150-150,GSM3578734,1568,44592,803,373007
968,200911-GSE125616-all-150-150,GSM3578735,2823,57736,1423,432075
969,200911-GSE125616-all-150-150,GSM3578736,3351,69680,1708,644038
970,200911-GSE125616-all-150-150,GSM3578737,2252,61271,1450,327390
971,200911-GSE125616-all-150-150,GSM3578738,4282,76306,1495,791579
972,200911-GSE125616-all-150-150,GSM3578739,4450,90808,2122,960299
973,200911-GSE125616-all-150-150,GSM3578740,2813,67121,1656,590351
974,200911-GSE125616-all-150-150,GSM3578741,3176,70258,1522,636956
975,200911-GSE125616-all-150-150,GSM3578742,2331,63164,1044,597703
976,200911-GSE125616-all-150-150,GSM3578743,3504,85312,1549,793845
977,200911-GSE125616-all-150-150,GSM3578744,4211,92486,1813,834787
978,200911-GSE125616-all-150-150,GSM3578745,4181,83187,2111,955050
979,200911-GSE125616-all-150-150,GSM3578746,7692,130801,3498,1354293
980,200911-GSE125616-all-150-150,GSM3578747,6322,107684,2626,1371501
981,200911-GSE125616-all-150-150,GSM3578748,8442,154106,4059,2521872
982,200911-GSE125616-all-150-150,GSM3578749,1355,37819,763,229914
983,200911-GSE125616-all-150-150,GSM3578750,283,7473,70,81169
984,200911-GSE125616-all-150-150,GSM3578751,2924,61746,1343,780335
985,200911-GSE125616-all-150-150,GSM3578752,2281,47139,1026,210421
986,200911-GSE125616-all-150-150,GSM3578753,2986,62166,1302,560764
987,200911-GSE125616-all-150-150,GSM3578754,2276,53260,1135,337642
988,200911-GSE125616-all-150-150,GSM3578755,4691,73527,1778,850314
989,200911-GSE125616-all-150-150,GSM3578756,4174,72045,1919,788344
990,200911-GSE125616-all-150-150,GSM3578757,2872,50104,1279,487297
991,200911-GSE125616-all-150-150,GSM3578758,3029,31023,1230,340619
992,200911-GSE125616-all-150-150,GSM3578759,1177,24829,396,191210
993,200911-GSE125616-all-150-150,GSM3578760,5065,88764,2099,1239199
994,200911-GSE125616-all-150-150,GSM3578761,3880,84959,1681,732597
995,200911-GSE125616-all-150-150,GSM3578762,5525,82353,2322,1289459
996,200911-GSE125616-all-150-150,GSM3578763,2364,45325,1087,456599
997,200911-GSE125616-all-150-150,GSM3578764,2776,63773,1391,556350
998,200911-GSE125616-all-150-150,GSM3578765,1843,51822,908,531608
999,200911-GSE125616-all-150-150,GSM3578766,4396,88804,2612,1153707
1000,200911-GSE125616-all-150-150,GSM3578767,4257,95439,1920,1442258
1001,200911-GSE125616-all-150-150,GSM3578768,569,24458,443,191890
1002,200911-GSE125616-all-150-150,GSM3578769,3170,49562,1551,530694
1003,200911-GSE125616-all-150-150,GSM3578770,2553,57717,1519,233632
1004,200911-GSE125616-all-150-150,GSM3578771,4199,90612,2469,997857
1005,200911-GSE125616-all-150-150,GSM3578772,2188,64911,969,503829
1006,200911-GSE125616-all-150-150,GSM3578773,3828,68384,1913,1066587
1007,200911-GSE125616-all-150-150,GSM3578774,2382,48584,716,432375
1008,200911-GSE125616-all-150-150,GSM3578775,1359,36690,662,182625
1009,200911-GSE125616-all-150-150,GSM3578776,4788,102243,2199,795146
1010,200911-GSE125616-all-150-150,GSM3578777,907,38767,569,245770
1011,200911-GSE125616-all-150-150,GSM3578778,1036,41256,917,224790
1012,200911-GSE125616-all-150-150,GSM3578779,3579,89616,1841,843736
1013,200911-GSE125616-all-150-150,GSM3578780,3832,60495,1330,1067773
1014,200911-GSE125616-all-150-150,GSM3578781,2004,51631,1041,413909
1015,200911-GSE125616-all-150-150,GSM3578782,1415,41822,1053,593830
1016,200911-GSE125616-all-150-150,GSM3578783,4964,90820,2232,979806
1017,200911-GSE125616-all-150-150,GSM3578784,3313,60058,1439,784678
1018,200911-GSE125616-all-150-150,GSM3578785,1263,36519,510,290473
1019,200911-GSE125616-all-150-150,GSM3578786,3665,63968,2120,624169
1020,200911-GSE125616-all-150-150,GSM3578787,2400,69488,1199,380446
1021,200911-GSE125616-all-150-150,GSM3578788,162,10872,186,31026
1022,200911-GSE125616-all-150-150,GSM3578789,1900,46629,663,547214
1023,200911-GSE125616-all-150-150,GSM3578790,1420,36360,747,410896
1024,200911-GSE125616-all-150-150,GSM3578791,2242,54917,1092,557363
1025,200911-GSE125616-all-150-150,GSM3578792,3954,72233,1783,868809
1026,200911-GSE125616-all-150-150,GSM3578793,1977,76996,1284,427601
1027,200911-GSE125616-all-150-150,GSM3578794,1226,36018,782,428115
1028,200911-GSE125616-all-150-150,GSM3578795,1723,61723,878,482360
1029,200911-GSE125616-all-150-150,GSM3578796,2486,66975,1128,514616
1030,200911-GSE125616-all-150-150,GSM3578797,1626,35562,646,319128
1031,200911-GSE125616-all-150-150,GSM3578798,3082,64991,1602,587426
1032,200911-GSE125616-all-150-150,GSM3578799,4962,112319,2411,932512
1033,200911-GSE125616-all-150-150,GSM3578800,2005,54799,932,287600
1034,200911-GSE125616-all-150-150,GSM3578801,3440,72870,1423,640966
1035,200911-GSE125616-all-150-150,GSM3578802,3012,62761,1105,551664
1036,200911-GSE125616-all-150-150,GSM3578803,3650,74194,1775,686722
1037,200911-GSE125616-all-150-150,GSM3578804,2946,73875,1735,548131
1038,200911-GSE125616-all-150-150,GSM3578805,1075,30571,449,319696
1039,200911-GSE125616-all-150-150,GSM3578806,1729,52051,538,333885
1040,200911-GSE125616-all-150-150,GSM3578807,1735,48525,849,335376
1041,200911-GSE125616-all-150-150,GSM3578808,2200,77667,1324,315184
1042,200911-GSE125616-all-150-150,GSM3578809,2274,51934,897,385502
1043,200911-GSE125616-all-150-150,GSM3578810,3612,70220,1303,601095
1044,200911-GSE125616-all-150-150,GSM3578811,2157,46818,673,565301
1045,200911-GSE125616-all-150-150,GSM3578812,1852,51553,862,318108
1046,200911-GSE125616-all-150-150,GSM3578813,1520,41805,759,317042
1047,200911-GSE125616-all-150-150,GSM3578814,1294,40393,762,205382
1048,200911-GSE125616-all-150-150,GSM3578815,1351,45060,739,175113
1049,200911-GSE125616-all-150-150,GSM3578816,2107,68621,1458,360027
1050,200911-GSE125616-all-150-150,GSM3578817,1189,47469,615,182088
1051,200911-GSE125616-all-150-150,GSM3578818,879,31331,483,223895
1052,200911-GSE125616-all-150-150,GSM3578819,1830,37008,946,235608
1053,200911-GSE125616-all-150-150,GSM3578820,5027,96893,2451,802913
1054,200911-GSE125616-all-150-150,GSM3578821,1210,46865,782,244536
1055,200911-GSE125616-all-150-150,GSM3578822,1094,29740,417,224374
1056,200911-GSE125616-all-150-150,GSM3578823,896,36375,403,142001
1057,200911-GSE125616-all-150-150,GSM3578824,850,24272,307,135235
1058,200911-GSE125616-all-150-150,GSM3578825,912,42885,477,210974
1059,200911-GSE125616-all-150-150,GSM3578826,649,22151,359,114850
1060,200911-GSE125616-all-150-150,GSM3578827,4813,85059,2144,1021568
1061,200911-GSE125616-all-150-150,GSM3578828,586,16766,411,119829
1062,200911-GSE125616-all-150-150,GSM3578829,1168,33498,677,270151
1063,200911-GSE125616-all-150-150,GSM3578830,1403,42952,492,228273
1064,200911-GSE125616-all-150-150,GSM3578831,539,25877,490,102832
1065,200911-GSE125616-all-150-150,GSM3578832,2545,56550,1422,349625
1066,200911-GSE125616-all-150-150,GSM3578833,785,29295,420,104070
1067,200911-GSE125616-all-150-150,GSM3578834,1374,37776,619,257752
1068,200911-GSE125616-all-150-150,GSM3578835,665,28807,279,120639
1069,200911-GSE125616-all-150-150,GSM3578836,4320,96784,2118,754466
1070,200911-GSE125616-all-150-150,GSM3578837,762,22235,507,129589
1071,200911-GSE125616-all-150-150,GSM3578838,1198,33645,379,170312
1072,200911-GSE125616-all-150-150,GSM3578839,2951,64756,1318,415337
1073,200911-GSE125616-all-150-150,GSM3578840,5148,91942,2510,823843
1074,200911-GSE125616-all-150-150,GSM3578841,1409,41634,725,317014
1075,200911-GSE125616-all-150-150,GSM3578842,1721,34218,757,362906
1076,200911-GSE125616-all-150-150,GSM3578843,3232,69662,1536,836849
1077,200911-GSE125616-all-150-150,GSM3578844,1315,39953,791,264528
1078,200911-GSE125616-all-150-150,GSM3578845,1028,25652,313,193825
1079,200911-GSE125616-all-150-150,GSM3578846,5470,110796,2456,780069
1080,200911-GSE125616-all-150-150,GSM3578847,1096,37023,425,213362
1081,200911-GSE125616-all-150-150,GSM3578848,385,20325,363,86088
1082,200911-GSE125616-all-150-150,GSM3578849,1919,54545,846,324492
1083,200911-GSE125616-all-150-150,GSM3578850,1513,41869,686,271687
1084,200911-GSE125616-all-150-150,GSM3578851,2712,57701,842,421984
1085,200911-GSE125616-all-150-150,GSM3578852,153,9204,74,35061
1086,200911-GSE125616-all-150-150,GSM3578853,1524,28244,628,259770
1087,200911-GSE125616-all-150-150,GSM3578854,695,30244,363,127327
1088,200911-GSE125616-all-150-150,GSM3578855,2380,49153,1122,413857
1089,200911-GSE125616-all-150-150,GSM3578856,1887,35962,845,339450
1090,200911-GSE125616-all-150-150,GSM3578857,1059,34521,470,207908
1091,200911-GSE125616-all-150-150,GSM3578858,1759,48251,946,375429
1092,200911-GSE125616-all-150-150,GSM3578859,810,27454,403,139906
1093,200911-GSE125616-all-150-150,GSM3578860,2953,52501,1518,487702
1094,200911-GSE125616-all-150-150,GSM3578861,2454,62814,1312,475275
1095,200911-GSE125616-all-150-150,GSM3578862,3979,74903,1851,876277
1096,200911-GSE125616-all-150-150,GSM3578863,2728,50553,1103,637383
1097,200911-GSE125616-all-150-150,GSM3578864,5935,119459,2716,1480682
1098,200911-GSE125616-all-150-150,GSM3578865,3373,66914,1637,688447
1099,200911-GSE125616-all-150-150,GSM3578866,1718,49762,1127,420211
1100,200911-GSE125616-all-150-150,GSM3578867,2487,33937,760,395189
1101,200911-GSE125616-all-150-150,GSM3578868,3267,82871,1754,666666
1102,200911-GSE125616-all-150-150,GSM3578869,3466,57333,1268,457332
1103,200911-GSE125616-all-150-150,GSM3578870,3469,79995,1718,764155
1104,200911-GSE125616-all-150-150,GSM3578871,5477,102668,2675,1031746
1105,200911-GSE125616-all-150-150,GSM3578872,2751,48762,1407,1031388
1106,200911-GSE125616-all-150-150,GSM3578873,2390,47088,806,540961
1107,200911-GSE125616-all-150-150,GSM3578874,3294,78189,1728,619000
1108,200911-GSE125616-all-150-150,GSM3578875,2677,39498,853,724566
1109,200911-GSE125616-all-150-150,GSM3578876,3834,86456,1838,906223
1110,200911-GSE125616-all-150-150,GSM3578877,3431,63183,1684,693397
1111,200911-GSE125616-all-150-150,GSM3578878,3623,68712,2012,670852
1112,200911-GSE125616-all-150-150,GSM3578879,2454,50845,1016,416377
1113,200911-GSE125616-all-150-150,GSM3578880,3882,82103,1838,1359987
1114,200911-GSE125616-all-150-150,GSM3578881,1917,38325,934,384263
1115,200911-GSE125616-all-150-150,GSM3578882,2016,31905,1178,401900
1116,200911-GSE125616-all-150-150,GSM3578883,3083,56459,1685,528728
1117,200911-GSE125616-all-150-150,GSM3578884,3430,52314,1184,821156
1118,200911-GSE125616-all-150-150,GSM3578885,2872,67179,1218,840072
1119,200911-GSE125616-all-150-150,GSM3578886,1816,43911,1192,327026
1120,200911-GSE125616-all-150-150,GSM3578887,3804,61741,1981,630224
1121,200911-GSE125616-all-150-150,GSM3578888,3087,61314,1458,756857
1122,200911-GSE125616-all-150-150,GSM3578889,2961,51462,1158,591501
1123,200911-GSE125616-all-150-150,GSM3578890,3231,75211,1606,913093
1124,200911-GSE125616-all-150-150,GSM3578891,2513,44970,1245,350932
1125,200911-GSE125616-all-150-150,GSM3578892,3345,58078,1349,846427
1126,200911-GSE125616-all-150-150,GSM3578893,3433,53899,1487,578779
1127,200911-GSE125616-all-150-150,GSM3578894,2393,53490,1783,552972
1128,200911-GSE125616-all-150-150,GSM3578895,1925,33733,919,402793
1129,200911-GSE125616-all-150-150,GSM3578896,3391,61834,1598,775637
1130,200911-GSE125616-all-150-150,GSM3578897,1410,45548,592,277356
1131,200911-GSE125616-all-150-150,GSM3578898,3422,80298,1653,652562
1132,200911-GSE125616-all-150-150,GSM3578899,3361,66198,985,694197
1133,200911-GSE125616-all-150-150,GSM3578900,3543,77720,1960,609687
1134,200911-GSE125616-all-150-150,GSM3578901,2865,43431,1213,606619
1135,200911-GSE125616-all-150-150,GSM3578902,2571,56144,1239,754282
1136,200911-GSE125616-all-150-150,GSM3578903,2209,48484,797,492496
1137,200911-GSE125616-all-150-150,GSM3578904,1938,41035,962,362028
1138,200911-GSE125616-all-150-150,GSM3578905,1855,63093,755,354000
1139,200911-GSE125616-all-150-150,GSM3578906,3295,68467,1313,709344
1140,200911-GSE125616-all-150-150,GSM3578907,2530,58625,1357,677278
1141,200911-GSE125616-all-150-150,GSM3578908,2669,47000,966,550873
1142,200911-GSE125616-all-150-150,GSM3578909,1048,14946,429,181049
1143,200911-GSE125616-all-150-150,GSM3578910,3228,45314,1421,677423
1144,200911-GSE125616-all-150-150,GSM3578911,1882,48246,1017,390943
1145,200911-GSE125616-all-150-150,GSM3578912,1319,57561,835,347574
1146,200911-GSE125616-all-150-150,GSM3578913,1600,61441,651,453742
1147,200911-GSE125616-all-150-150,GSM3578914,1330,62094,740,530941
1148,200911-GSE125616-all-150-150,GSM3578915,2362,72968,1018,653161
1149,200911-GSE125616-all-150-150,GSM3578916,2073,56648,652,507292
1150,200911-GSE125616-all-150-150,GSM3578917,2427,94644,888,491223
1151,200911-GSE125616-all-150-150,GSM3578918,2388,82262,1075,732715
1152,200911-GSE125616-all-150-150,GSM3578919,1647,74964,1143,372579
1153,200911-GSE125616-all-150-150,GSM3578920,1850,79235,1378,405126
1154,200911-GSE125616-all-150-150,GSM3578921,1924,76939,970,645014
1155,200911-GSE125616-all-150-150,GSM3578922,1999,74567,1190,510578
1156,200911-GSE125616-all-150-150,GSM3578923,1527,64744,776,484873
1157,200911-GSE125616-all-150-150,GSM3578924,2008,84110,1410,539863
1158,200911-GSE125616-all-150-150,GSM3578925,1344,57913,907,334229
1159,200911-GSE125616-all-150-150,GSM3578926,2011,92392,1326,595887
1160,200911-GSE125616-all-150-150,GSM3578927,1434,67321,1028,366651
1161,200911-GSE125616-all-150-150,GSM3578928,2499,93352,1422,774099
1162,200911-GSE125616-all-150-150,GSM3578929,1114,55803,581,326921
1163,200911-GSE125616-all-150-150,GSM3578930,2089,102212,1621,506201
1164,200911-GSE125616-all-150-150,GSM3578931,1685,59335,655,432640
1165,200911-GSE125616-all-150-150,GSM3578932,1774,71599,736,394131
1166,200911-GSE125616-all-150-150,GSM3578933,1949,82797,1471,519702
1167,200911-GSE125616-all-150-150,GSM3578934,1172,58955,666,362524
1168,200911-GSE125616-all-150-150,GSM3578935,3054,101770,1905,732845
1169,200911-GSE125616-all-150-150,GSM3578936,2117,93118,1319,612272
1170,200911-GSE125616-all-150-150,GSM3578937,2312,73843,1101,751163
1171,200911-GSE125616-all-150-150,GSM3578306,3729,74104,1617,654247
1172,200911-GSE125616-all-150-150,GSM3578307,2715,63923,1212,332181
1173,200911-GSE125616-all-150-150,GSM3578308,3297,74786,1609,746620
1174,200911-GSE125616-all-150-150,GSM3578309,2638,69276,1104,455267
1175,200911-GSE125616-all-150-150,GSM3578310,3301,76325,1642,723536
1176,200911-GSE125616-all-150-150,GSM3578311,3431,74297,1422,720427
1177,200911-GSE125616-all-150-150,GSM3578312,4050,72577,1485,1095615
1178,200911-GSE125616-all-150-150,GSM3578313,4829,82227,1879,1407044
1179,200911-GSE125616-all-150-150,GSM3578314,2376,36391,872,892100
1180,200911-GSE125616-all-150-150,GSM3578315,2891,50508,1188,1036097
1181,200911-GSE125616-all-150-150,GSM3578316,1614,38136,535,386506
1182,200911-GSE125616-all-150-150,GSM3578317,3079,60929,1126,870247
1183,200911-GSE125616-all-150-150,GSM3578318,2459,49480,985,578516
1184,200911-GSE125616-all-150-150,GSM3578319,3702,67716,1335,1093727
1185,200911-GSE125616-all-150-150,GSM3578320,5781,99389,2090,1634504
1186,200911-GSE125616-all-150-150,GSM3578321,2369,49591,1021,826149
1187,200911-GSE125616-all-150-150,GSM3578322,3131,50755,884,820567
1188,200911-GSE125616-all-150-150,GSM3578323,5672,111176,2305,1261955
1189,200911-GSE125616-all-150-150,GSM3578324,2294,44332,962,527823
1190,200911-GSE125616-all-150-150,GSM3578325,5163,105246,2069,1333880
1191,200911-GSE125616-all-150-150,GSM3578326,2646,65774,1426,960866
1192,200911-GSE125616-all-150-150,GSM3578327,2507,43678,1045,1006070
1193,200911-GSE125616-all-150-150,GSM3578328,2791,57326,1089,796554
1194,200911-GSE125616-all-150-150,GSM3578329,2907,52005,917,872476
1195,200911-GSE125616-all-150-150,GSM3578330,3812,81562,1682,771971
1196,200911-GSE125616-all-150-150,GSM3578331,3561,93980,1713,355900
1197,200911-GSE125616-all-150-150,GSM3578332,2751,77765,1431,306709
1198,200911-GSE125616-all-150-150,GSM3578333,3513,80361,1587,425100
1199,200911-GSE125616-all-150-150,GSM3578334,3724,65184,1684,969525
1200,200911-GSE125616-all-150-150,GSM3578335,3753,80904,1525,683698
1201,200911-GSE125616-all-150-150,GSM3578336,5350,93796,1928,953311
1202,200911-GSE125616-all-150-150,GSM3578337,3532,67158,1626,892435
1203,200911-GSE125616-all-150-150,GSM3578338,3971,64799,1312,581564
1204,200911-GSE125616-all-150-150,GSM3578339,3502,64000,1541,446965
1205,200911-GSE125616-all-150-150,GSM3578340,3942,95998,2253,471639
1206,200911-GSE125616-all-150-150,GSM3578341,3931,79473,1783,455033
1207,200911-GSE125616-all-150-150,GSM3578342,2500,63875,1260,270646
1208,200911-GSE125616-all-150-150,GSM3578343,3496,76939,1575,315925
1209,200911-GSE125616-all-150-150,GSM3578344,2859,69943,1327,302097
1210,200911-GSE125616-all-150-150,GSM3578345,2961,86223,1749,410619
1211,200911-GSE125616-all-150-150,GSM3578346,2837,89081,1912,433633
1212,200911-GSE125616-all-150-150,GSM3578347,3149,66393,1098,391491
1213,200911-GSE125616-all-150-150,GSM3578348,4182,84379,1609,472831
1214,200911-GSE125616-all-150-150,GSM3578349,3524,78583,1657,452855
1215,200911-GSE125616-all-150-150,GSM3578350,4011,78622,1600,532451
1216,200911-GSE125616-all-150-150,GSM3578351,4746,93583,1998,661260
1217,200911-GSE125616-all-150-150,GSM3578352,4228,91106,1605,641439
1218,200911-GSE125616-all-150-150,GSM3578353,2276,37378,1243,250444
1219,200911-GSE125616-all-150-150,GSM3578354,4364,99347,1946,659201
1220,200911-GSE125616-all-150-150,GSM3578355,4031,74869,1957,456827
1221,200911-GSE125616-all-150-150,GSM3578356,3785,92488,1713,585532
1222,200911-GSE125616-all-150-150,GSM3578357,4117,83078,2057,548746
1223,200911-GSE125616-all-150-150,GSM3578358,3979,80308,1556,429502
1224,200911-GSE125616-all-150-150,GSM3578359,5538,109627,2621,737033
1225,200911-GSE125616-all-150-150,GSM3578360,4479,95180,2469,635380
1226,200911-GSE125616-all-150-150,GSM3578361,4716,94790,2259,706504
1227,200911-GSE125616-all-150-150,GSM3578362,4553,103724,2619,1190630
1228,200911-GSE125616-all-150-150,GSM3578363,5135,88537,2267,615015
1229,200911-GSE125616-all-150-150,GSM3578364,4891,109302,2664,1005283
1230,200911-GSE125616-all-150-150,GSM3578365,6392,83613,3396,706362
1231,200911-GSE125616-all-150-150,GSM3578366,4837,87842,2410,691414
1232,200911-GSE125616-all-150-150,GSM3578367,0,0,0,292
1233,200911-GSE125616-all-150-150,GSM3578368,0,42,0,110
1234,200911-GSE125616-all-150-150,GSM3578369,1,0,0,137
1235,200911-GSE125616-all-150-150,GSM3578370,0,0,0,48
1236,200911-GSE125616-all-150-150,GSM3578371,0,0,0,180
1237,200911-GSE125616-all-150-150,GSM3578372,0,0,0,492
1238,200911-GSE125616-all-150-150,GSM3578373,0,0,0,12
1239,200911-GSE125616-all-150-150,GSM3578374,1,53,0,266
1240,200911-GSE125616-all-150-150,GSM3578375,0,0,0,50
1241,200911-GSE125616-all-150-150,GSM3578376,0,41,0,294
1242,200911-GSE125616-all-150-150,GSM3578377,3550,65361,1321,990125
1243,200911-GSE125616-all-150-150,GSM3578378,1704,46103,983,288283
1244,200911-GSE125616-all-150-150,GSM3578379,449,10992,178,72765
1245,200911-GSE125616-all-150-150,GSM3578380,1848,45331,970,502358
1246,200911-GSE125616-all-150-150,GSM3578381,1464,40263,558,244869
1247,200911-GSE125616-all-150-150,GSM3578382,2312,52303,908,463419
1248,200911-GSE125616-all-150-150,GSM3578383,1515,48905,940,244218
